007 - A View to a Kill - Intro (1985)(Domark);9;
100 km Race (19xx)(Coyote Software);10;
19 Part 1 - Boot Camp (1988)(Cascade Games - Sinclair User);16;
19 Part 1 - Boot Camp (1988)(Cascade Games);16;
19 Part 1 - Boot Camp (demo) (1988)(Cascade Games - Sinclair User).z80;16;
Dunlop 911TS (1985)(Elite Systems);44;
Afterburner (1988)(Activision);103;
Afterburner (1988)(The Hit Squad);103;
Afterburner (1989)(MCM Software);103;
Agent-X II (1987)(Mastertronic);111;
Airliner - BA 111 Simulator (1982)(Protek Computing);122;
Aliens US (1987)(Alternative Software);163;
Aliens US (1987)(Electric Dreams Software);163;
Alpine Games (1987)(Atlantis Software);172;
Ashes (1984)(CCS);284;
Astro Blaster v2 (1984)(Quicksilva);294;
A.T.F. (1988)(Digital Integration);305;
Auf Weidersehen Monty (1987)(Gremlin Graphics Software);328;
Auf Wiedershen Monty (1987)(Gremlin Graphics Software);328;
Zly Sen Frantiska Kovdelky (1990)(Proxima Software);379;
Battle 1917 v2 (1983)(CCS);448;
Battlefield Germany - 2 Players (1987)(PSS);469;
Black Planet - Intro (1983)(Phippsociates);554;
Bor-Fies (1985)(Soft Well);742;
Bumpy 128 (1989)(Loriciels);763;
Cerius II - Interalia (1991)(Atlantis Software);874;
Colourbind (1989)(Daton Software);1020;
Comet Game, The (1986)(Firebird Software);1037;
Crete 1941 (1990)(System 4);1139;
Dan Dare II - Mekon's Revenge - SU Edition (1988)(Virgin Games - Sinclair User);1238;
Danger Mouse in The Black Forest Chateau - Excerpt (1984)(Creative ks);1249;
Danger Mouse in The Black Forest Chateau (1984)(Alternative Software);1249;
Darius (1990)(The Edge Software);1254;
Wuestenkrieg (1987)(-);1356;
Desert Rats (1985)(CCS);1357;
Devil's Descent, The (1985)(Pocket Money Software);1382;
Dictador, El (1983)(DK'Tronics);1388;
Dizzy VIII - Little Joke (1996)(Timur Company);1405;
Dizzy X - Part 1 - Journey to Russia (1995)(Speed Code);1408;
Draughts v2 (1983)(P. Macey);1509;
Duct, The (1988)(Gremlin Graphics Software);1533;
Emilio Butragueno Futbol II - Entrenamiento (1989)(Erbe Software - Ocean);1612;
E-Motion (1990)(U.S. Gold);1617;
Encyclopedia of War - Ancient Battles - Designer (1988)(CCS);1623;
Encyclopedia of War - Ancient Battles - Scenarios (1988)(CCS);1623;
Sacred Sword (1990)(Topo Soft);1652;
Falcon Patrol II (1985)(Virgin Games);1718;
Fanky Punky v2 (1988)(P.J. Software);1725;
Firetrap (1987)(Electric Dreams Software);1782;
Firetrap (1987)(Proein Soft Line);1782;
Flash Point (1987)(Ocean);1794;
Guardian Angel, The (1990)(Dinamic Software);1863;
3D Game Maker - Graphic Editor (1987)(CRL Group);1956;
3D Game Maker - Maker (1987)(CRL Group);1956;
3D Game Maker (1987)(CRL Group);1956;
Ghost Hunt (1984)(Kryptronic);2024;
Ghostbusters II (1989)(The Hit Squad);2031;
Gift from the Gods (1986)(1984);2041;
Moscas (1985)(s);2206;
Heart Broken - Adventure 3 (1989)(Atlantis Software);2266;
Heartland (1986)(Odin Computer Graphics);2267;
Hero (1984)(Activision);2301;
Hight Frontier (1987)(Activision);2313;
Cowboy (1983)(Investronica);2315;
Cartoon Character Collection - Hong Kong Phooey (1992)(Hi-Tec Software);2344;
I of the Mask (1985)(Electric Dreams Software);2433;
ID (1986)(CRL Group);2447;
Incredible Shrinking Sphere (1989)(Electric Dreams Software);2469;
Incredible Shrinking Sphere (1989)(MCM Software);2469;
Jasper (1984)(Micromega);2580;
Jet Set Willy - Willy the Hacker (2000)(Geoff Eddy);2607;
Joe Blade 4 (1991)(Players Premier Software);2631;
Korth Trilogy, The 3 - Into the Empire (1983)(Penguin Books);2754;
Labirinto 3D (1984)(Programmi Italiani);2792;
Lander - Intro (1983)(P.W. Norris);2806;
Lander (1983)(P.W. Norris);2806;
Last Ninja Remix (1990)(System 3 Software);2829;
Lee Enfield (1988)(Infogrames);2847;
Level 5 (1987)(Mastertronic);2862;
Lil' Alien (1986)(Essential Consultants);2895;
Little Computer People (1986)(Activision);2897;
Lotus (1986)(Durell Software);2937;
Lunattack (1984)(Hewson Consultants);2955;
Mad Hatter (1985)(Automata UK);2973;
Topo, El (1989)(-);2984;
Micro Bowl (1992)(Gabi Soft);3172;
Mission Collision (1987)(DJG);3232;
Molecule Man + Editor (1986)(Mastertronic);3242;
Moon Torc (1991)(Atlantis Software);3280;
T Wrecks (1988)(Gremlin Graphics Software);3323;
Come Come Come Come (1983)(Monser);3325;
Mystic Tower, The (1983)(Aardvark Software);3351;
Nato Assault (1987)(Astros Productions);3367;
T. Devil (1988)(Theo Devil);3462;
T. Devil (1992)(Theo Devil);3462;
Nudge It (1985)(Automata UK);3473;
Out Cast (1987)(CRL Group);3560;
Penalty Soccer (1990)(Game Busters);3648;
Bear George (1984)(Cheetahsoft);3663;
Phantom F4 (1992)(Ultrasoft);3683;
Vampire (1986)(Codemasters);3688;Unknown Games
Pictionary (1989)(Domark);3703;
Pole Position (1983)(G. Whitehead);3806;
Rescue - Intro (1982)(CRL Group);4109;
Rescue on Fractalus (1986)(Activision);4111;
Rescue on Fractulus (1986)(Mastertronic);4111;
Robo Rumpus (1984)(Atlantis Software);4192;
Robo Rumpus (1985)(Atlantis Software);4192;
Cartoon Character Collection - Ruff and Reddy in The Space Adventure (1992)(Hi-Tec Software);4254;
Rychle Sipy (1990)(MAJA Software - CID Software);4281;
Secret of Levitation, The (1986)(Atlantis Software);4390;
Shark Game, The (1983)(Olympic Software);4448;
Sir Lion (1987)(Firebird Software);4522;
Skladacka (1989)(Deltasoft);4548;
Slaine - The Celtic Barbarian (1989)(1987);4562;
Snare! (1991)(Beyond Belief);4594;
Soldier of Fortune v8.88 (1988)(Firebird Software);4631;
Sorcery+ (1985)(Virgin Games);4650;
Invasores (1982)(Investronica);4669;
Shuttle (1984)(Activision);4681;
Spectrasmash - Intro (1983)(Romik Software);4713;
Explorador (1984)(Microparadise Software);4730;
Street Gang + Mega Rotating Demo (1989)(Players Software);4935;
Smiths Super Champs (1984)(Torchraven);5004;
Smiths Super Champs (1989)(Torchraven);5004;
Smiths Super Champs (1997)(Torchraven);5004;
Super Hang-On - Part 1 - Beginner (1986)(Electric Dreams Software);5019;
Super Hang-On - Part 2 - Junior (1986)(Electric Dreams Software);5019;
Super Hang-On - Part 3 - Senior (1986)(Electric Dreams Software);5019;
Super Hang-On - Part 4 - Expert (1986)(Electric Dreams Software);5019;
Supercom (1986)(Atlantis Software);5061;
Surf Champ - Intro (1985)(New Concepts);5078;
Taxi (1983)(Digital Integration);5158;
Time Trax (1986)(Mind Games);5283;
Time-Gate - Manual (1983)(Quicksilva);5286;
Tomcat (1989)(Players Software);5322;
Cartoon Character Collection - Top Cat in Beverly Hills Cats (1992)(Hi-Tec Software);5329;
Trail Racer (1988)(-);5367;
Triple Commando (1988)(Dro Soft);5413;
Tycoon - The Crossword Business Game (1985)(Duckworth Educational Computing - Newtech Publishing);5491;
Uchi Mata 2 (1988)(Martech Games);5497;
Viper 3 (1984)(Mastertronic);5584;
Whodunnit (1984)(Mastertronic);5677;
Wonderboy (1987)(Activision);5719;
Cartoon Character Collection - Yogi's Great Escape (1992)(Hi-Tec Software);5830;
Zanthrax (1989)(Crash);5840;
Adventure C - The Ship of Doom (1986)(Artic Computing);5915;
Brian the Bold - Intro (1985)(Central Solutions);5928;
Afghan Attack - Intro (1984)(Southern Software);5929;
Bulbo and the Lizard-King - Companion Pics (1987)(Zenobi Software);6053;
Conan I (1991)(UV Software);6104;
Damned Forest, The (1988)(Cult Games);6138;
Eye of Varian (1985)(Central Solutions);6279;
First Past the Post (1991)(Zenobi Software);6304;
Here be Tygers - Intro (1985)(Automata UK);6426;
Hexagonal Museum, The - Intro (1984)(Double Play Adventures);6433;
Ile Maudite, L' - Intro (1984)(Loriciels);6462;
Redhawk II - Kwah! (1986)(Melbourne House);6549;
Magic Treasure Adventure - Intro (1991)(Tartan Software);6632;
Microfair Madness II (1991)(Zenobi Software);6682;
Mind Fighter (1988)(Abstract Concepts);6690;
Crazy Motorcycle Rally (1984)(Kerian UK);6710;
Robin of Sherwood - The Touchstones of Rhiannon - Intro (1985)(Adventure International);6903;
Frog Adventure (1986)(Automata UK);6907;
Sinbad & the Golden Ship (1986)(Zenobi Software);6976;
Genius (1989)(Busy Software);8210;
Micro Prolog v1.0 (1983)(LPA);8429;
Spectrum Micro Prolog (1983)(Sinclair Rech);8429;
Spectrum Micro Prolog (1983)(Sinclair Research);8429;
Micro Pen (1983)(Contrast Software);8435;
Soko-Ban - Editor (1990)(Omikron Software);9264;
Soko-Ban Editor (1990)(Omikron Software);9264;
4 Soccer Simulators - 11-a-Side Soccer (1989)(Codemasters Gold);9299;Unknown Games
4 Soccer Simulators - Indoor Soccer (1989)(Codemasters Gold);9299;Unknown Games
4 Soccer Simulators - Soccer Skills (1989)(Codemasters Gold);9299;Unknown Games
4 Soccer Simulators - Street Soccer (1989)(Codemasters Gold);9299;Unknown Games
ATV Simulator - All Terrain Vehicle (1987)(Codemasters);9306;Unknown Games
Bounty Hunter (1989)(Codemasters);9315;Unknown Games
Championship Jet Ski Simulator - Easy (1989)(Codemasters);9321;Unknown Games
Championship Jet Ski Simulator - Hard (1989)(Codemasters);9321;Unknown Games
CJ's II - In the USA (1991)(Codemasters);9322;
Dizzy II - Treasure Island Dizzy (1988)(Codemasters);9333;
Dizzy III and a Half (1991)(Codemasters - Crash);9334;Covertape
Dizzy III - Fantasy World Dizzy (1989)(Codemasters);9335;
Dizzy IV - Magicland Dizzy (1989)(Codemasters);9336;
Dizzy V - Spellbound Dizzy (1991)(Codemasters);9337;
Dizzy VI - Prince of the Yolkfolk (1991)(Codemasters);9338;
Dizzy VII - Crystal Kingdom Dizzy (1992)(Codemasters);9339;
Dizzy VII - Crystal Kingdom Dizzy (1993)(Codemasters);9339;
Dizzy - Down the Rapids (1991)(Codemasters);9340;
Dj Puff's Volcanic Eruption (1992)(Codemasters);9341;
DJ Puff's Volcanic Eruption (1992)(Codemasters);9341;
Fast Food Dizzy (1989)(Codemasters);9343;
1st Division Manager (1991)(Codemasters);9345;
Fruit Machine Simulator - Cash Bash (1987)(Codemasters);9348;Unknown Games
Fruit Machine Simulator - Cash 'n' Grab (1989)(Zeppelin Games);9348;Unknown Games
Fruit Machine Simulator 2 - Mega Trek (1990)(Codemasters);9349;Unknown Games
Ghost Hunters (1987)(Codemasters);9350;Unknown Games
Terrometer (1987)(Codemasters);9350;
Ghosts 'n' Goblins (1986)(Elite Systems);9351;
Ghosts 'n' Goblins (1986)(Encore);9351;
Jet Bike Simulator - Expert (1988)(Codemasters Plus);9361;Unknown Games
Jet Bike Simulator - Standard (1988)(Codemasters Plus);9361;Unknown Games
Kamikaze (1991)(Codemasters);9363;Unknown Games
KGB Super Spy (1989)(Codemasters);9364;
Kwik Snax Dizzy (1990)(Codemasters);9367;
Mig 29 Soviet Fighter (1989)(Codemasters);9377;
Pro Power Boat Simulator (1989)(Codemasters);9394;
Professional BMX Simulator - Expert (1988)(Codemasters Plus);9396;Unknown Games
Professional BMX Simulator - Standard (1988)(Codemasters Plus);9396;Unknown Games
Fumigator (1984)(Monser);9401;
Rally Cross Simulator (1990)(Codemasters);9405;
Robin Hood - Legend Quest (1993)(Codemasters);9406;
Rock Star Ate my Hamster (1989)(Codemasters);9407;
Super Seymour Saves the Planet (1991)(Codemasters);9413;
Wild West Seymour (1992)(Codemasters);9415;
Spike in Transylvania (1991)(Codemasters);9421;
Steg (1992)(Codemasters);9424;
Stryker - In the Crypts of Trogan (1992)(Codemasters);9429;
Tilt (1990)(Codemasters);9440;Unknown Games
U.N Squadron (1990)(U.S. Gold);9445;
UN Squadron (1990)(U.S Gold);9445;
Jet Set Willy - Monstrum! (2000)(Stuart J. Hill);10549;
Jet Set Willy - The Colossal Cave (2000)(James Wyatt);10553;
Jet Set Willy - The Time Hole - Special Edition (2000)(Edward Martland);10554;
Jet Set Willy - The Utility Cubicles (2000)(Stuart J. Hill);10555;
Jet Set Willy - The Utility Cubicles Edit (2000)(Stuart J. Hill);10555;
Jet Set Willy - Willy to the Rescue! (2000)(Sendy);10562;
Kung Fu Knights (1988)(Top Ten Software);10572;
Kung Fu Knights (1989)(Firebird Software);10572;
Future Zoo (1986)(Clwyd Adventure Software);10806;
Gauntlet of Meldir (1990)(Sheila Hunt);10809;
10 Adventure Game Pack (1986)(Central Solutions);11162;
100% Dynamite - Afterburner (1990)(Ocean);11168;
100% Dynamite - Double Dragon (1990)(Ocean);11168;
100% Dynamite - Last Ninja 2 (1990)(Ocean);11168;
100% Dynamite - WEC Le Mans (1990)(Ocean);11168;
4 Crash Smashes - Alien 8 (1986)(Gremlin Graphics Software);11175;
4 Crash Smashes - Dun Darach (1986)(Gremlin Graphics Software);11175;
4 Crash Smashes - Night Gunner (1986)(Gremlin Graphics Software);11175;
4 Crash Smashes - Spy Hunter (1986)(Gremlin Graphics Software);11175;
4-Most Cute - Howard the Duck + Danger Mouse in Double Trouble (1991)(Alternative Software);11183;
4-Most Cute - Punch & Judy + Star Paws (1991)(Alternative Software);11183;
4-Most Fight & Fright - Fallen Angel + Frightmare (1991)(Alternative Software);11184;
4-Most Fight & Fright - Who Dares Wins II + Aliens US (1991)(Alternative Software);11184;
4-Most Horror (1991)(Alternative Software);11186;
4-Most Megaheros - Dandy + Freddy Hardest (1991)(Alternative Software);11187;
4-Most Megaheros - Rogue Trooper + Capitan Sevilla (1991)(Alternative Software);11187;
4-Most Super Sports - Championship Sprint + Howzat (1993)(Alternative Software);11189;
4-Most Super Sports - Fernando Martin Basket Master + Kentucky Racing (1993)(Alternative Software);11189;
4-Most Toppers - Spindizzy + Confuzion (1992)(Alternative Software);11191;
4-Most Toppers - Tarzan + Oink! - Piggy Tales (1992)(Alternative Software);11191;
4-Most World Sport - Championship Baseball + Grid Iron 2 (1991)(Alternative Software);11192;
4-Most World Sport - Uchi Mata + GBA Championship Basketball (1991)(Alternative Software);11192;
6-Pak - Scooby Doo + 1942 + Duet - Commando '87 + Jet Set Willy II - The Final Frontier (1987)(Hit-Pak);11197;
6-Pak - The Sacred Armour of Antiriad + Fighting Warrior + Split Personalities (1987)(Hit-Pak);11197;
6-Pak Vol 3 - Dragon's Lair + Paperboy + Enduro Racer (1988)(Hit-Pak);11198;
6-Pak Vol 3 - Dragon's Lair II - Escape from Singe's Castle + Ghosts 'n' Goblins + 007 - The Living  (1988)(Hit-Pak);11198;
All Stars - Bobby Bearing + Brian Bloodaxe + That's the Spirit (1988)(The Edge Software);11203;
All Stars - Inside Outing + Warlock (1988)(The Edge Software);11203;
All Stars - Starbike + Psytraxx (1988)(The Edge Software);11203;
All Stars - Xecutor + Shadow Skimmer + Quest for the Mindstone (1988)(The Edge Software);11203;
Arcade Hits - 2 in 1 - Bomb Jack (1985)(Elite Systems);11206;
Arcade Hits - 2 in 1 - Ghosts 'n' Goblins (1985)(Elite Systems);11206;
Hot Shots Arcade 2 - Moving Target + Cobra Force + Task Force (1989)(Players Premier Software);11207;
Best of Elite Vol. 1 - Airwolf + Commando (1988)(Elite Systems);11211;
Best of Elite Vol. 1 - Frank Bruno's Boxing + Bomb Jack (1988)(Elite Systems);11211;
Best of Elite Vol. 2 - Battle Ships + Bomb Jack II (1988)(Elite Systems);11212;
Best of Elite Vol. 2 - Paperboy + Ghosts 'n' Goblins (1988)(Elite Systems);11212;
Don't Buy This - Intro (1985)(Firebird Software);11245;
Jewels of Darkness I - Colossal Adventure (1986)(Rainbird Software);11293;
Jewels of Darkness II - Adventure Quest (1986)(Rainbird Software);11293;
Jewels of Darkness III - Dungeon Adventure (1986)(Rainbird Software);11293;
OTAN Alerta! (1984)(Juegos & Estrategia);11316;
Silicon Dreams I - Snowball (1986)(Rainbird Software);11350;
Silicon Dreams II - Return to Eden (1986)(Rainbird Software);11350;
Silicon Dreams III - The Worm in Paradise (1986)(Rainbird Software);11350;
They Sold a Million III - Fighter Pilot (1986)(Erbe Software);11373;
They Sold a Million III - Fighter Pilot (1986)(Ocean);11373;
They Sold a Million III - Ghostbusters (1986)(Erbe Software);11373;
They Sold a Million III - Ghostbusters (1986)(Ocean);11373;
They Sold a Million III - Kung-Fu Master (1986)(Erbe Software);11373;
They Sold a Million III - Kung-Fu Master (1986)(Ocean);11373;
They Sold a Million III - Rambo (1986)(Erbe Software);11373;
They Sold a Million III - Rambo (1986)(Ocean);11373;
A Toda Maquina - Dragon Ninja + Afterburner (1989)(Erbe Software);11380;
A Toda Maquina - Rambo III + Robocop + Batman (1989)(Erbe Software);11380;
A Toda Maquina II - Altered Beast (1990)(Erbe Software);11381;
A Toda Maquina II - Chase H.Q. (1990)(Erbe Software);11381;
A Toda Maquina II - Galaxy Force (1990)(Erbe Software);11381;
A Toda Maquina II - Operation Thunderbolt (1990)(Erbe Software);11381;
Tus Juegos Single 2 - Tape 3 - Cosmonauta (1988)(Monser);11388;
CD Games Pack - Loader (1989)(Codemasters);11567;
Magnificent Seven, The - Arkanoid + Cobra (1988)(Ocean);11869;
Magnificent Seven, The - Frankie Goes to Hollywood + The Great Escape (1988)(Ocean);11869;
Magnificent Seven, The - Short Circuit + Yie Ar Kung-Fu (1988)(Ocean);11869;
Magnificent Seven, The - Wizball + Head over Heels (1988)(Ocean);11869;
Micro Fitness v2.0 (1984)(VO2);11897;
Dixons Premier Collection - Athena + Batman + Head over Heels (1988)(Dixons);12019;
Dixons Premier Collection - Freddy Hardest I + Tank + Slap Fight (1988)(Dixons);12019;
Dixons Premier Collection - Freddy Hardest II + Game Over (1988)(Dixons);12019;
Dixons Premier Collection - Legend of Kage + Arkanoid + Movie (1988)(Dixons);12019;
Sega Master-Mix - Crack Down (1991)(U.S. Gold);12067;
Sega Master-Mix - Dynamite Dux (1991)(U.S. Gold);12067;
Sega Master-Mix - Super Wonder Boy (1991)(U.S. Gold);12067;
Sega Master-Mix - Thunder Blade (1991)(U.S. Gold);12067;
Sega Master-Mix - Turbo Out Run (1991)(U.S. Gold);12067;
12 Mysterious Books (1998)(Demiurge Ash);12370;
Spiders Web (1983)(Thor Computer Software);12408;
Power Pack, The - BMX Kidz + Imagination (1990)(Paxman Promotions);12502;
Power Pack, The - Thrust II + Prodigy (1990)(Paxman Promotions);12502;
48 Irons (1995)(Galaxy);12735;
Black Raven - GFX (1997)(Copper Feet);12757;
Black Raven - Saves (1997)(Copper Feet);12757;
Black Raven (1997)(Copper Feet);12757;
Black Raven - Mission Editor (1997)(19xx);12758;
Black Raven 2 - Animations 1 (1998)(Copper Feet);12760;
Black Raven 2 - Animations 2 (1998)(Copper Feet);12760;
Black Raven 2 - Animations 3 (1998)(Copper Feet);12760;
Black Raven 2 - Animations 4 (1998)(Copper Feet);12760;
Black Raven 2 v0.02 (2000)(Copper Feet);12760;
Black Raven 2 v0.04 - Human & Kunge Action (2000)(2000);12760;
Black Raven v0.04 (2000)(1997);12760;
Crime of the Santa Claus Deja Vu (1988)(1997);12791;
Crime of the Santa Claus Deja Vu Collection (1988)(-);12791;
Last Will Dizzy (1993)(Oleg Moenko);12810;
Empire, The (1989)(1997);12835;
Headball (1995)(1997);12863;
Homer Simpson in Russia (1998)(Mr Gluk - Vlad);12871;
Ice Climber (1996)(V.D.V.);12873;
Labirinty Smyerti (1984)(19xx);12913;
Last Hero of the Light Force - Part 1 - Orc's Lair (1995)(1997);12920;
Last Hero of the Light Force (1995)(1996);12920;
Monstrland - Testimony of the Ancient (1988)(1998);12964;
News of the World (1987)(1995);12973;
Open It! (1984)(1995);12978;
Polye Chudyes (1983)(1995);13002;
Pref Club (1995)(Sam - Sinclairland);13009;
Return to Home (1996)(K.Kav Software);13027;
Smagly 2 (1996)(Crystal Dream);13052;
Smagly 3 (1997)(Crystal Dream);13053;
Stalker v1.02 (1997)(Evgeny Nesterenko);13068;
UFO 2 - Terror from the Deep - Not Playable Demo (1995)(Copper Feet);13107;
UFO 2 - Terror from the Deep - Saved Games (1995)(Copper Feet);13107;
UFO 2 - Terror from the Deep (1995)(Copper Feet);13107;
Flash Beer 2 (2003)(Weird Science Software);13153;
Flash Beer 3 (2003)(Weird Science Software);13153;
Othelo (1984)(J.A.R.);13353;
Your Sinclair - Issue 36 - Smash Tape 11 (1988)(Your Sinclair);13766;
Your Sinclair - Issue 40 - Smash Tape 16 - Practical Pokes (1989)(Your Sinclair);13770;
Your Sinclair - Issue 42 - Smash Tape 18 (1989)(Your Sinclair);13772;
Your Sinclair - Issue 48 - Smash Tape 24 (1989)(Your Sinclair);13778;
Your Sinclair - Issue 60 - Four Pack 3 (1990)(Your Sinclair);13791;
Your Sinclair - Issue 63 - Six Pack - Practical Pokes (1991)(Your Sinclair);13794;
Your Sinclair - Issue 64 - The Magnificent Seven 01 - Practical Pokes (1991)(Your Sinclair);13795;
Your Sinclair - Issue 64 - The Magnificent Seven 01 (1991)(Your Sinclair);13795;
Your Sinclair - Issue 65 - The Magnificent Seven 02 - Practical Pokes (1991)(Your Sinclair);13796;
Your Sinclair - Issue 66 - The Magnificent Seven 03 - Practical Pokes (1991)(Your Sinclair);13797;
Your Sinclair - Issue 66 - The Magnificent Seven 03 (1991)(Your Sinclair);13797;
Your Sinclair - Issue 67 - The Magnificent Seven 04 - Practical Pokes (1991)(Your Sinclair);13798;
Your Sinclair - Issue 67 - The Magnificent Seven 04 (1991)(Your Sinclair);13798;
Your Sinclair - Issue 68 - The Magnificent Seven 05 - Practical Pokes (1991)(Your Sinclair);13799;
Your Sinclair - Issue 68 - The Magnificent Seven 05 (1991)(Your Sinclair);13799;
Your Sinclair - Issue 69 - The Magnificent Seven 06 - Practical Pokes (1991)(Your Sinclair);13800;
Your Sinclair - Issue 70 - The Magnificent Seven 07 - Practical Pokes (1991)(Your Sinclair);13801;
Your Sinclair - Issue 71 - The Magnificent Seven 08 - Practical Pokes (1991)(Your Sinclair);13802;
Your Sinclair - Issue 71 - The Magnificent Seven 08 (1991)(Your Sinclair);13802;
Your Sinclair - Issue 72 - The Magnificent Seven 09 - Practical Pokes (1991)(Your Sinclair);13803;
Your Sinclair - Issue 72 - The Magnificent Seven 09 (1991)(Your Sinclair);13803;
Your Sinclair - Issue 73 - The Magnificent Seven 10 - Practical Pokes (1992)(Your Sinclair);13804;
Your Sinclair - Issue 74 - The Magnificent Seven 11 - Practical Pokes (1992)(Your Sinclair);13805;
Your Sinclair - Issue 74 - The Magnificent Seven 11 (1992)(Your Sinclair);13805;
Your Sinclair - Issue 75 - The Magnificent Seven 12 - Practical Pokes (1992)(Your Sinclair);13806;
Your Sinclair - Issue 76 - The Magnificent Seven 13 - Practical Pokes (1992)(Your Sinclair);13807;
Your Sinclair - Issue 77 - The Magnificent Seven 14 - Practical Pokes (1992)(Your Sinclair);13808;
Your Sinclair - Issue 78 - The Magnificent Seven 15 - Practical Pokes (1992)(Your Sinclair);13809;
Your Sinclair - Issue 79 - The Magnificent Seven 16 - Practical Pokes (1992)(Your Sinclair);13810;
Your Sinclair - Issue 80 - The Magnificent Seven 17 - Practical Pokes (1992)(Your Sinclair);13811;
Your Sinclair - Issue 81 - The Magnificent Seven 18 - Practical Pokes (1992)(Your Sinclair);13812;
Your Sinclair - Issue 82 - The Magnificent Seven 19 - Practical Pokes (1992)(Your Sinclair);13813;
Your Sinclair - Issue 83 - The Magnificent Seven 20 - Practical Pokes (1992)(Your Sinclair);13814;
Your Sinclair - Issue 85 - Christmas Collection 2 - Practical Pokes (1993)(Your Sinclair);13816;
Your Sinclair - Issue 86 - Beaut Box 1 - Practical Pokes (1993)(Your Sinclair);13817;
Your Sinclair - Issue 87 - Beaut Box 2 - Practical Pokes (1993)(Your Sinclair);13818;
Your Sinclair - Issue 89 - Beaut Box 4 - Practical Pokes (1993)(Your Sinclair);13820;
Your Sinclair - Issue 90 - Beaut Box 5 - Practical Pokes (1993)(Your Sinclair);13821;
Your Sinclair - Issue 91 - Beaut Box 6 - Practical Pokes (1993)(Your Sinclair);13822;
Rochn - La Era de las Espadas (1988)(Skuat Soft);14388;
Jet Set Willy V - The ZX Heroes (2002)(Igor Makovsky);14529;
Jet Set Willy - Jet Set Emily - Baby on the Go (2002)(Doctor Who);14596;
Jet Set Willy - Fantasy World Willy (2002)(BaSe1 PrOdUcTiOnZ);14597;
Dizzy II - Treasure Island Dizzy - Crash Special Edition (1988)(Codemasters - Crash);15211;Covertape
Fido II - Puppy Power (1985)(Firebird Software);15228;
007 - Lord Bromley's Estate (1990)(Domark);15904;
007 - Q's Armoury (1990)(Domark);15905;
Great Fire of London, The (1995)(Vaxalon);16016;
Ora Jatek (1996)(Laszlo Nyitrai);16715;
David el Gnomo (1986)(Compulogical);16905;
Mundo de Mr. Emulator, El (1998)(Javier Ortiz);16906;
Depth Charge (1984)(Paul Jobson);16939;
Courier (1999)(2002);17217;
Target Practice (1995)(Vaxalon);17337;
Laser 11 (1991)(-);17500;
Lunar Lander (1983)(Cascade Games);18371;
Field, The (1983)(Cascade Games);18392;
Inferno (1983)(Cascade Games);18395;
Nim (1983)(Cascade Games);18396;
Sketch Pad (1983)(Cascade Games);18397;
Galaxy Defence (1983)(Cascade Games);18401;
Space Mission (1983)(Cascade Games);18405;
A Right Pair of... (2002)(Naffsoft);18662;
Roll'Em (2002)(Naffsoft);18667;
Spacepark (2002)(Naffsoft);18669;
Dice (2002)(Naffsoft);18677;
Super Mario Bros (1986)(19xx);21082;
Project X v2.0 (1998)(Laser Dreams);21178;
Stan Stalnoj Krysoj (1997)(Rome'r Software - Bloody Skull Ent.);21235;
Firestarter Gift (2000)(H.D.S.);21236;
King's Bounty 2 - Service v1.1 (1996)(R.E.P.);21321;
Sryednyevyekovaya Istoriya (1996)(Human Soft);21544;
Postern Backgammon (1983)(Postern);21787;
#z80 01 (1988)(4th Dimension - CondorSoft);23374;
#z80 02 (1988)(4th Dimension - CondorSoft);23375;
#z80 03 (1988)(4th Dimension - CondorSoft);23376;
#z80 04 (1988)(4th Dimension - CondorSoft);23377;
#z80 05 (1999)(4th Dimension - CondorSoft);23378;
#z80 06 (2000)(4th Dimension - CondorSoft);23379;
Tus Juegos Single 4 - Tape 1 - Basket Bear (1988)(Monser);24017;
Tus Juegos Single 4 - Tape 1 - Simulador de Vuelo F-18 (1988)(Monser);24017;
Tus Juegos Single 5 - Tape 1 - Open Tennis (1988)(Monser);24018;
Phantom F4 2 (1992)(Ultrasoft);24049;
Shrink Wrapped V.5 (1985)(Keith Symonds);24317;
Juego de los Barcos, El (1983)(C&C Software);25050;
Pick 'n' Mix 1 (1991)(The Guild);25102;
Pick 'n' Mix 2 (1991)(The Guild);25102;
Frankenstein Jnr (1990)(Codemasters);26268;
Dizzy X - Part 2 - Return to Russia (1995)(Speed Code);26555;
Spectrum Skiing (1983)(Jonathan Yeomans);26981;
Ci-U-Than Trilogy I - La Diosa de Cozumel (1984)(1990);28015;
4 in 1 - Commando + Bomb Jack + Airwolf (1986)(Hit-Pak);11286;Compilation
4 in 1 - Frank Bruno's Boxing (1986)(Hit-Pak);11286;Compilation
A.A. Barulin Utilities Collection (1992)(A.A. Barulin);;Compilation
Arc of Yesod, The Demo + Robin of the Wood (1985)(Odin Computer Graphics);;Compilation
Arcade Hits - 2 in 1 - Bomb Jack (19xx)(Elite Systems);11206;Compilation
Arcade Hits - 2 in 1 - Ghosts 'n' Goblins (19xx)(Elite Systems);11206;Compilation
Army Moves + Dustin (1987)(Dinamic Software);;Compilation
Challengers - Carrier Command (1991)(Ubi Soft);11570;Compilation
Challengers - Fighter Bomber (1991)(Ubi Soft);11570;Compilation
Challengers - Kick Off + Pro Tennis Tour (1991)(Ubi Soft);11570;Compilation
