Infogrames;
Inforcom;
Inforkom;
Inform;
Informatyczno-Elektroniczna Spoldzielnia Pracy INEL;
Infortech;
Infosoft;
Infotek Team;
Ingelek Jackson;
Ingenieria Quimica;
Inmensa Bola de Manteca (IBM);
Inner City Unit;
Innercore Group;
Innosoft;
INPUT;
Insert Coin;
Insight;
Instituto de Ciencias de la Educacion;
Intech;
Integer Research;
Integral Group;
Intelligent Program;
Interactive People;
Interactive Technology;
Interbit;
Interceptor;
InterComplex;
Interface Publications;
Intersoft;
Interstella;
Intraset;
introspec;
Intruders;
Invaders8;
Investronica;
inward;
inx;
Inxs;
Iolo Davidson;
Ionis International;
Ioshua;
IQ Services;
Iqisoft;
Iron Chip;
Iron Falcons;
irrlicht;
Irrlicht Project;
IskraSOFT;
Isolated House;
Israeli Team, The;
Istari Design;
Ito, Eduardo Issao;
ITP Universal;
ITS;
ivanb303;
IvanBasic;
Ivanovsoft;
Iveson;
Ivysoft;
Iwamoto, Max;
Izhevsk;
Izquierdo, J.;
J&L Randall;
J. Aron;
J. Enters Productions;
J. Gajdecki;
J. Soft;
J.B.G.V.;
J.C. Kilday Associates;
J.D. Tronics;
J.H.C.S.;
J.J. Computing;
J.J. Soft;
J.K. Greye Enterprises;
J.T.;
J.W.V.;
JA;
Jabberwocky;
Jackson Hollis;
Jackson Soft;
Jackson, B.;
Jackson, David C.;
Jade;
Jahn, Claus;
Jahn, Klaus;
James, Brian;
James, Gary;
Jameson, Paul;
Jangeborg, Bo;
Janjic, Miroslav;
Janosy, Zoltan;
Janowsky, W.;
Jansoft;
Jape;
Japhet, Gilad;
Jaquest, Grant;
JAR Electronics;
Jarlaxe;
JAsoft;
Jatekgyaros;
JAX;
Jaxsoft;
Jay, Marcus;
Jaysoft;
JB;
JB Computing;
JBGV;
JC Jumbo Data;
JCS;
JCS ZX;
Jeez;
Jeffery, Sean;
Jega;
Jelley, Colin;
Jemel Soft;
Jemminisoft;
Jenedleho, Zbynka;
Jenkinson, Andy;
Jenkinson, Paul;
Jensen, J.B.;
JEP Electronics;
Jeppesen, Lars Peter;
Jerri;
JeRrS;
Jesperson, L.;
JET_VISY;
Jevilon;
Jevilon Soft;
Jevon, T.;
JF Soft;
Jhconers;
JHsoftware;
Jim;
Jimjams;
Jive;
JJK Research Limited;
JK;
jmc;
JN;
Joan Soft;
Joaquin Fuster;
Jocker Soft;
Jodan;
Jodar, Miguel Angel Rodriguez;
Joe the Lion;
John Henry Enterprises;
John Lyons Computer;
Johnny EJS;
Johnny Hazzard;
Johns, Tim;
Johnson, Paul;
Johnston, Scott G.;
Johny X;
johny.noone;
Jokers, The;
Jolly Mouse;
Jolly, Derek;
Jon Drukman;
Joncker, Oliver;
Jones;
Jones, C.R.;
Jones, David;
Jones, Mark C.;
Jones, Mark R.;
Jones, Raymond;
Jordi Sales;
Jorge, Lucas;
Jov & Zon;
Joystick;
Joystick Electronic Magazine;
JRC;
JRS;
JS;
JSC;
JSH Company;
JSJ;
JSJ Soft;
JT;
Juan, Luis Enrique;
Juana Pueblo Soft;
Judesoft;
Juegos & Estrategia;
Juergen Stessun - Superknack;
Jujstronic;
Jukov;
Juliet;
jumble;
Jump 116;
Jupiter77;
Jura;
Jurassic;
Jurassic Soft;
Juric, Zeljko;
Jusoft;
Juza, Boguslaw;
JWE;
K, Steve;
K., George;
K., Igor;
K.B.G. Judson;
K.C.Soft;
K.Kav;
K3L;
K3L Corp;
K-64;
Kabardcomp;
Kabuto Factory;
Kac, Tomaz;
Kadlof, Andrzej;
KAF;
Kaisoft;
Kak;
Kakiarts;
kakietochelysamstrada;
kakos Nonos;
Kamasoft;
Kame Soft;
Kamp, Bernhard;
Kane, J.;
Kanebo;
Kantxo Design;
Kapitan, Radoslaw;
Kapultsevich, Igor;
Kapyrin M.W.;
Karlo Computer Soft;
Karoshi Corporation;
Karpiesiuk, Stanislaw;
Karry Soft;
Kas29;
kas29;
Kassoft;
Kato;
Kavanagh, Andy;
Kaveh, Yoav;
Kayamon;
Kayde;
Kaz;
Kazan;
KB.RAM;
KD;
KDF Soft;
Keenan, D.;
Keep Publishing;
Kelly, Steve;
Kellydata;
Kelsoft;
Kemp;
Kempherbeek, Jan;
Kempsoft;
Kempston Micro Electronics;
Kemsoft;
Kendall, Steven;
Kerbi Computers;
Kerian UK;
Kerman, Alex;
Kern, Achim;
Kern, P.;
Kerr, R.;
Kerszi;
Kettl;
Key;
Key Soft;
Keyboard;
Keysoft;
Keyword;
KH;
Khabarovsk;
Khantsis, Sergey;
Khazad Team;
Khemurok;
KHP Soft;
Kicia;
Kiddisoft;
Kidsplay;
Killer Klowns;
killer Toad;
Kilsoft;
Kimberley, Simon;
Kindersoft UK;
King;
King Dice;
King, A.;
Kingdom Dreams;
Kingfisher's Movie Studio;
Kingsley, Ray;
Kinloch, Miles;
Kinnaird, Duncan;
Kirby, Steven;
Kirk, Ted;
Kirtland, R.;
Kis;
Kiselev, Alex;
Kiss, Donat;
Kiszakiewicz, Marek;
Kiwi;
Kixx;
Klatt, Thoralf;
Klav;
Klokov, I.;
KLS;
Klub Fifo;
Klub Mikrokomputerowy Abakus;
Kluwer Technische Boeken B.V.;
KM Systems;
KMC Programs;
Kmec, Stanislav;
Knight, C.;
Knighted Computers;
Knight's;
Knights, The;
Knightsoft;
Knuckle Girls, The;
Knudde;
Koblinger, Egmont;
Kobrahsoft;
Koellner, J.;
Koledin, Dragan;
Kollross, A.;
Kolotov, Sergey;
Komppa, Jari;
Kompred;
Kompsoft;
Komputer, Markus;
Konami;
Konczolsoft;
Kondratyeu, Michael;
Konig, Gerd;
Koning, Bert;
Konix Computer Products;
Konkrete;
Konstantinov, A.A.;
Koprov, Evgeny;
Korber, T.;
Kordial;
Kormishin, Alexander;
Kornienok, A.;
Korniychuk, Dmitri;
Korte, D.J. de;
Korytkowski, J.;
Kosmos;
Kostevc, Matija;
Kostic, Vladimir;
Kostrub, Ivan 'Neuronhlam';
Kotsoft;
kotsoft;
Koutsoudis, Anestis;
Kovacs, Tibor;
kowalski;
Kozhevnikoff, Valerij;
Kpacku;
KPH;
Krajowa Agencja Wydawnicza;
Krajowe Wydawnictwo Czasopism;
Krakow;
Krasnoyarsk;
Krasov, Oleg;
Kraus, D.;
Kraus, R.;
Krausco;
Krecielewski, Leszek;
Kresimir Rajacic;
Kreybig, P.;
Kricon;
krik Team;
Krisalis;
Kristiansen, Freddy;
Kristiansson, Clas;
Kristof, Vladimir;
Krle Soft;
krt17;
Krueger, Thomas;
Krupps, Die;
Krut, Ivan;
Krypton Force;
Kryptronic;
KSA;
K'Soft;
K-Soft;
K-Tel Productions;
Kuba Rozpruwacz;
Kubeckin, Vitaly;
Kuchtin, E.;
Kukoviakin, S.;
Kulikov, Dimitry;
Kuma Computers;
Kurent, Matej;
Kurganov, Sergey;
Kuritsin, Boris;
Kutin, V.;
Kutin, V. - Paltusov, D.;
Kuzma, A.I.;
Kuznecov, Alexey;
Kuznetsov;
Kuznetsov, Denis;
KVA;
Kvazar;
Kved;
KVL;
KVM;
KW;
KW Computing;
Kwast, Jeroen J.;
Kweepa;
Kwerty;
Kwiring, Georgi;
Kybso;
KYO Corp;
Kyro Games;
L.P.U.;
L.V.V.;
Laan, Paul van der;
LAB;
Lacey, Steve;
Lada;
Ladinek;
Lake, Steve;
Laks;
Lamac, Jiri;
Lamas, R.;
Lamb, David;
Lamb, Mike;
Lambourne Games;
Lamergy;
Lamers;
Lamond, Paul;
Lancashire Micros;
Lancaster, Garry;
Lancing Technical Services;
Lander;
Lander, Richard;
Langmead, Jim;
LAR;
Larranaga, Pedro Jose Rodriguez;
Larri Group;
Larsoft;
Lasasoft;
Laser!;
Lasersoft;
Lasersound;
Last Masters Group;
Last Masters Group - Red Limited;
Last Spectrum Group;
Laszcz, Simon;
Laszlo, Simon;
Laura A. Knauth;
Lauson;
Laussoftware;
Lave;
Lawo, Eric;
Lawrence, David;
Lawton, Philip;
Lazo, Jose Manuel;
LCD;
LCD Design;
LCL;
LDV & Co.;
Learning and Training Systems;
Learning Process, The;
Lebon, T.;
LeCount, Darryl;
Ledgen Business;
Lee, A.;
Lee, Graham;
Lee, Matt 'Jam';
Lee, Simon D.;
Leeming, C.;
Lees, P.;
LeeSpoons;
leespoons;
Legend;
Leisure Genius;
Lemos, Manuel;
Lenguaje Maquina Spectrum;
L'Ensouleiado;
Leon, Antonio de Haro;
LERM;
Lerm;
Leroysoft;
Les Aventures;
Les Quinn;
Les Quizarables;
Level 9 Computing;
Lewell, J.;
Lewis, E.;
Lewis, John;
Lewis, N.;
Lez Peranto;
LH Soft;
Liam Data;
Licholls, Stuart;
Lids, The;
Life on Mars;
Light;
Light Future;
Light Future Group;
Lilywhite;
Lincoln, Stuart;
Lindley, Eric;
Lindqvist, Dennis;
Linel;
Linel - Your Sinclair;
Linguaggio Macchina;
Link Enterprises;
Linkaustria;
Lion;
Lion 17;
Lipetsk United;
Lisokryl;
Litjens, G.;
Little Shop of Pixels;
Little Softie;
LiveWire;
Livingston, Larry;
Livingstone, Ian;
Livsey, Rob;
Liza Daly;
LJK Computing;
LJP;
Llainlan;
Llamasoft;
Llaria, Quique;
Llaria, Quique 'Cascarria';
Loach;
Load 'n' Run;
Lobos;
Locator;
Lock, Alistair;
Locomotive;
LocoSoft;
Lodder, Harvey;
Lodge, P.S.;
Lodz City Coders;
Loft Assault;
Logan, Ian;
Logic 3;
Logic Sales;
Logical Center;
Logic-Art-Ware;
Logiciels;
Logotron;
Lohberg, Siegfried;
LOKOsoft;
Lomax;
Lon, Wlodzimierz;
London Circus Cats;
Lone Wolf;
Longe, Derek;
Longland, Adrian;
Longman;
Loophole;
Lopez, Joaquin Bayon;
Lopez, Pedro Amador;
Lopik, J.W.A. van;
Lording, P.;
Lords, The;
Loriciels;
Lotus Group;
Lotus-Soft;
Loveday, Leigh;
Lu, Le;
Lubiterum Studio;
Lucero, Mauricio Munoz;
Lucian Smith;
Luis Antonio Menendez;
Luis M.B.;
Luisoft;
Lukasiewicz, Jerzy;
Lukey, C.;
Lumpsoft;
Lunar;
Luncheon Club;
Lunn Accounting Services;
Lunter, Gerton;
Lurker, Dave The;
Lusitania;
Lusitania - Sinclair User;
Lutz, Bernhard;
Luxus Ostrava;
lvdPukanRaspidorasilo;
Lycett, Anthony 'Monty Mole';
Lyndenhurst;
Lynway Computing;
Lysuho, A.N.;
Lyversoft;
M&H;
M&J;
M&J Regan;
M&Z;
M.42;
M.A.P.;
M.B.;
M.C.G.V.;
M.Coder;
M.E.L. Chip Club;
M.G.B.;
M.I.F.;
M.K.;
M.K. Circuits;
M.M.A Soft;
M.M.G.;
M.N. Soft;
M.P. Sun;
M.S. Boboli M.Sc.;
M.T.V.;
M-1 Hacker, The;
Mac;
MacDonald;
MacDonald, A.;
Macey, P.;
Machala, Peter;
Machinecraft;
MacIntyre, Ian;
Mackay, Joe;
Mackenzie, David;
Mackow, Pawel;
Mac-Mac;
Macmillan;
Macronics Systems;
Macros;
Macsen;
Mad Guys, The;
Mad Max;
Maddocks, K.;
Made in Spain;
Madmekon;
MADSOFT;
Maelstrom Games;
Maeso, Manuel Pastor;
Mafia;
Magera, Sergey;
Maggisoft;
Magic;
Magic Bytes;
Magic Moon;
Magic Realm Games;
Magic Soft;
Magic Team;
MagicMaster;
Magicsoft;
Magination;
Magnificent 7;
Magnum Computing;
Magnum Electronics;
Maincomp;
Mainstream - Sinclair User;
Majasoft;
Major, R.E.;
Makovsky, Igor;
Makushin, A.;
Makys, Vladimar;
Malan Associates;
Malcev, Viacheslav;
Maldon Archaeological Group;
Male, Garry;
Malin, C.;
Malley, Martin;
Malmberg;
Malva;
Maly;
Mama;
Man;
Mandala Breakers;
Mandarin;
Mander, M.I.;
Mandragora;
Manic Hacker, The;
Manic Miner Technologies;
Manor;
Manowar;
Mansfield Computers & Electronics;
Manuel Soft;
Manx Tapes;
Mapasoft;
Mar Entertainment;
March Cats;
Marchant, E.;
Marco, Miguel Angel Esteve;
Marian;
Marinichev, D.;
Marjanovic, Dragan;
Mark Foley Productions;
Marks, Russell;
Marksman;
Markus Komputer;
Marlin Games;
Marolli-Soft;
Marquez, Ivan Gomez;
Marquez, Juan Jose Samper;
Marrow, James;
Marsh, Steve;
Marsh, Wayne;
Marshallgate;
Marshrut na Iupiter;
Martech Games;
Martin Cowie;
Martin, Alfonso Garcia;
Martin, J.G.;
Martinez, Ricardo Villalba;
Martinik, Ales;
Martins, Rui;
Martinsoft;
Martland, Edward;
Martschin, L.;
Marwick, Leslie;
Marwin Freutel;
Marx, M.;
Marysin;
MAS;
Mask;
Maski;
Maslov, S.;
Maslov, V.G.;
Mason, A.;
Mason, Terry;
Massie, Scott;
Master;
Master Home Computers Group;
Masters Games;
Masters of the Universe;
Mastertronic;
Mastertronic Added Dimension;
Mastertronic Added Dimension - MicroHobby;
Mastertronic Plus;
Mastervision;
Mastodon;
Mastress;
Mastrolorenzo, Fabio;
MastSoft;
Mat;
Mat & Muad'Dib;
Mat & Ziutek;
Mat Doughty;
Matand;
Mateus, Antonio Carlos Braga Morais;
MatGubbins;
Mathmatix;
Mat?as, Miguel A.;
Matrix;
Matsumoto, Flavio M.;
Matt_B;
Matuszewski, Artur;
Maxs;
Maxwell, Adam;
Maxwell, Alan;
Maxx - VTS;
May, C.W.;
May, Richard;
Maycock, P.;
Mayday;
Mayfield Products;
Mayhem;
mayhem;
Maynard, G.;
Mazl, Roman;
Mazzaferri, R.;
MB;
mb Maniax;
MBC;
mborik;
MBR;
MC Breakers;
MC Lothlorien;
MC Microcomputer;
McAlby;
McAlley, Bryan S.;
MCC;
McCabe, John;
McCarthy, Steve;
McCowan, Darren;
McCrea, Steve;
McGraw-Hill Book Company UK;
McGuire, Paul;
MCI Iberica;
McKay, James;
McKay, M.;
McLarnon, Michael;
McLellan, D.;
McLiard, Kieren;
McLoughlin & Co;
MCM;
MCN;
McNeil;
MCP Co;
McQuillan, Peter;
McQuilling, Wayne;
MCT;
MD;
MDA Modon Associates;
MDF Hacker;
MDR;
Meadowmarsh;
MeatBallTheory;
Mediandroid;
Medidata;
Medina, M. Garcia;
Mednonogov, Slava;
Medsoft;
Meeks, Colin;
Megacode;
Megacode Hackers Group;
Megadodo;
Megasoft;
Mega-Soft;
Megasportz;
megozavr;
Mehmood, A.;
Melbourne House;
Melia, S.;
Melkor, Darth;
Mella, Peter J;
Memotronic;
Menezes, Jose;
Menneer, Anne;
Mental Images;
Mental Inspiration Unity;
Mentat;
Mentor;
Menzies, John;
Meow Micros;
Mercury;
Merisoft;
Merlin;
Merz, Jochen;
Mesenov, Sergey;
Mesoft;
Metabolizm;
Metal Soft;
Metalbrain;
Metalsoft;
Metcalf, John;
Methodia Design Norway;
Methodist Church, The;
Metsuke;
Meyer, Jens;
MFM Data Services;
MG & Co;
MGN Group;
mHm;
MHS Muller Hard &;
MHT Ingenieros S.L.;
MI & DI;
Miami-Soft;
Miazga, Rafal;
MiC;
Michael, B.;
Michalak, Jacek;
Mickael Helloween;
Micro Accessories;
Micro Adventurer;
Micro ART;
Micro Data;
Micro Gold;
Micro House;
Micro Investor;
Micro Kid;
Micro Limit;
Micro Master;
Micro Power;
Micro Press;
Micro Selection, The;
Micro Sistemas;
Micro Style;
Micro Value;
Micro Wares;
Micro World;
Micro Zeighty;
Micro-Bit;
Microbyte;
Microcosm;
Microdeal;
Micro-De-Bug Consultancy;
Microdigital;
Microdinamite;
Microdot;
Microelectronics Education Programme;
Microfactor;
Microgame Simulations;
Microgesa;
MicroHobby;
MicroHobby Especial;
Microholics Anonymous;
Microideia;
Microjuice;
Micro-Kraft;
MiCROL;
Micromack;
Micromania;
Micro-Mart;
Micromega;
Micromicon;
Micromor;
Micronet 800 Telesoftware;
Microparadise;
Micropool;
Micropress;
MicroProse;
Microsim;
Micro-Source;
Microspace;
Microsphere;
Micro-Spot;
Microtax;
Microtech Systems;
Microtechnica;
Microware;
Microwish;
Microworkshops;
Microx;
Midisoft;
Midnight Shadow;
Mielczarek, A.;
Miguel;
Miguel, Javier De;
Miguetelo;
Mihai, Sebastian;
Mihip;
Miker;
MikeThunder;
Mikro+Kleincomputer Informa Verlag AG;
Mikro-Gen;
Mikro-Mike;
Mikropol;
Mikros;
Mild Soft;
mile;
Miles Gordon Technology;
Miles, Francis G.;
Milivoy Kostic;
Millansoft;
Millenium;
Millennium Group;
Millington, D.;
Millside;
Millsoft;
MilousSoft;
Milytia;
Mim;
Minatron Computing;
Mind Games;
Mind Games Espana;
Mindscape International;
Minevskiy, V.;
Minicom Soft;
Minimal Systems;
Minimicro;
Minio, P.P.;
Minisoft;
Miosga, Peter;
MiPH&T Hackers Club;
Mira;
Miracle Technology UK;
Mirage;
Miratec Systems;
Miron Schmidt;
Mirrorsoft;
Mirrorsoft - Sinclair User;
Mischa Schweitzer;
Misoft;
Mission;
Missora, Luca;
MISTER BEEP;
Mister Beep;
Mister Chip;
Mistic JOE;
Mistral;
Mitchell;
Mitchell, Robert;
Mitchell, William;
Mitec;
Mix Soft;
Mixoft;
Mixtring;
Mizar Computing;
Mjukvara sf;
mkhg;
Mladen Erjavec;
Mlakar, Leon;
mma;
MmcM;
Mme Sosostris Astro Computing;
MNL;
MOA Service;
Modem'Co;
Moderna Soft, La;
Modular Resources;
Mogul Communications;
Moj Mikro;
Mojon Twins, The;
Mole;
Monea;
Monflair;
Mongolfiera;
Monitor;
Monk Soft;
Monkey;
Mono Soft;
Monolith;
Monser;
Monsterbytes;
Monster's Legs Productions;
Montes, Sergio Vaquer;
Monument Microgames;
Moody, D.J.;
Moonchild;
Moonlight;
Moore, Alan;
Moore, Ast A.;
Moore, J.;
Moracek, Martin;
Moran, A.J.;
Morbosoft;
Morex Peripherals;
Morgan, Richard;
Morgan, Russell;
Morlan;
Morley Davies Associates;
MorningStar;
Moroz;
Moroz, Death;
moroz1999;
moroz1999 - vassa;
Morozovsk;
Morris, Dominic;
Morris, Dominic J.;
Morris, Joe;
Morris, Rob;
Morris, S.;
Morrison, R.;
Morrisons;
Morsoft;
Mortal Kombat '95;
Mortal Kombat Hackers Group;
Morton, K.;
Mosaic Publishing;
Moscalenco, Oleg;
Moscow, Paul;
Moss, A.J.;
Moss, Adam D. - Snouty Dog;
Motivation;
Mouse;
Moxxon;
MPF;
MQM Team;
Mr Incognito;
Mr Ljung;
Mr Scratcher;
Mr. Chip;
Mr. Clayton;
Mr. Davis;
Mr. Johny Renegade;
Mr. Micro;
Mr. Monk;
Mr. Scrololo;
MRP-SBS;
MRSoft;
MS;
MS-CID;
MSD Group;
Msoft;
MST Consultants;
MTB;
Mueller, Werner;
Mulder;
mulder;
Mulroy, J.P.;
Multi Basic;
Multisoft;
Multi-Soft Games;
Multisoft Informatica;
Multyplex Group;
Muncaster, J.;
MunkHammar, Jacob;
Munning Games;
Munro, Ian;
Munro, Thomas;
Mupados;
Mur, Javier Vispe;
Murdoch, S.;
Murgatroyd, Andrew J.;
Murphy, Jamie;
Murray, Peter;
Murray, Rick;
Muscles;
Mushroomsoft;
Music Soft;
Musical 1;
Muszynski, Krzysztof;
Mutantleg;
Mutch, D.J.;
MW;
MW Gamesworld;
MXK;
My Cat;
MykeP;
Myrmidon;
Mystery;
Mystic;
Myth;
Mythos;
Mythos Games;
Mythsoft;
m-ZX;
na_th_an;
Nab;
Naffsoft;
Nagasoft;
Nagels, L.P.G.;
Nagval;
Naigram;
Nair, Arjun;
Nairam;
nairam;
Namco;
namco;
Nandotur;
Narwhal;
Nash, Jonathan;
Nasty Group;
Nate Schwartzman;
National Extension College Trust;
National Library;
Nationsoft;
Natsoft Programs;
Naughty Crew;
Naveros, Raul;
Navigator;
Naylor, Stuart 'Swizpig';
Nazarenko, Yuri;
NCB;
NCF Soft;
NCH;
N-Discovery;
n-Discovery;
NE-AD;
Nebojsa, Jeremic;
Nebula Designs;
Nectarine;
NedoPC Group;
Neighbour, J.;
Neil James Brown;
Nejedly, Zbynek;
Nemesis Productions;
Nemo;
Neon Publishing;
Neptune Computing;
Ness Data;
Ness Micro Systems;
Nesterenko, Evgeny;
Neto, Eduardo;
Network Adventure Games;
Network Computer Systems;
Nevis Records;
New;
New Concepts;
New Dimension;
New Frontier;
New Generation;
New Hairs;
Newart;
Newart - Vega;
Newdata;
Newman, Robert;
Newport, C.;
Newsoft Products;
Newtech Publishing;
Newton, Dave;
Nexus - Rainbow Harmfuler;
Nexus Productions;
nf;
NF Stars;
Niblett, Paul;
Nichol, Stephen;
Nicholls, Stuart;
Nicodim;
Nielsen, Dan Brochner;
Nielsen, Rasmus Palbo;
Niemann, Andreas;
Night;
Nightingale;
Nightman, The;
Nightshift;
NightWolf;
Nijland, H.;
Nikitin, Paul;
Nikolskiy, Jury;
Nimrod;
Nisbet, James;
Nite Owl;
Nitrofurano;
Nixon, Jon;
Nizry, Ronen;
No Man's Land;
No Time To Play;
Noble House;
Noby;
Noby Noblnoch - Factor6;
nodeus;
Noel, Leon;
noice;
Nomy;
NOP;
Nordqvist, Ronny;
Norfolk Educational Psychologist;
Norman Data;
Noro Hard&Soft;
Norris, Pat W.;
North Star;
North, Jon;
Northern Underground, The;
NorthSim Publications;
Norton, A.J.;
Norton, Keith;
Norvac Engineering;
NOS Hobbyscoop;
Nosequesoft;
Not Soft;
NOT-Soft;
Nottinghamshire Constabulary;
Noumenon Team;
Nova;
Nova Soft;
Novagen;
Novak, Pete;
Novak, Petr;
NovaStorm;
NovelSoft;
Novotrade Rt.;
Nowatech;
Ntd;
Nu Wave;
Nuevo Espanol;
Nuevo Mundo;
Nuevos Medios;
Number 9;
Number One Systems;
Nunney, G.;
Nuno Tome;
Nursoft;
Nussey, Ian;
Nutime;
Nuts;
Nutting, Steve J.;
Nutty;
Nyberg, Bjorn E.;
Nyitrai, Laszlo;
NyitraiSOFT;
nyuk;
O&F;
o.c.a.;
O.E.;
O.I.C.;
Oasis;
Oberhumer, Markus F.X.J.;
Oberon Group;
Oblique Strategy;
oblo;
Ocean;
Ocean - Sinclair User;
Ocean-Imagine Hellas;
OCTA Soft;
OCTOCOM;
Octocon Data;
Octopus;
Octopus, The;
odessamic;
Odin Computer Graphics;
Odin Computer Graphics - Sinclair User;
Odyssee;
Odyssey Computing;
Offeyre;
Ofites Informatica;
OHC;
Oil, Victor;
OKF;
Okoloko Engineering;
Old English;
Oldman;
Oldsoft;
oldsoft;
Olive-Branch;
Olivella, Jaime;
Oliver, Chris;
Oliver, Simon;
Olly;
olly_bfox;
Olympic;
Omega;
Omega Games;
Omega GFX;
Omega Gfx;
Omega Hackers Group;
Omega Hackers Group - Mafia;
Omega Hackers Group - Softenterprise;
Omega-Soft;
Omen;
Omikron;
Omikron-Software;
OMK S.L.;
Omni;
Omnisoft;
Omycron;
ON1KLE;
ON5KN;
ON6LJ;
Ondina, Jose Maria Gonzalez;
O'Neill, Conor;
O'Neill, Mike;
Oni Records;
Onspec;
OpalSoft;
Opera Soft;
Optical Brothers;
optimus;
Options International;
Opusdisk, G. Windt;
Orange;
Orange Enterprizes;
Ordenador Personal;
Ordenador Personal, El;
Organizm;
Origin Systems;
Origin, Oleg;
Original Computers Association;
Original Computers Associaton;
Orijon;
Orion;
Orion Data;
Orlando Anibal Filadelfi;
Oronda Panza Soft;
Orpheus;
Orson;
Orwin;
Osborn, N.J.;
Osborne, Darren;
Osborne, Lee;
Oscar & Spilberg;
Oscar Soft;
Oscar Systems;
OSG;
O'Shaughnessy, Lawrence;
O'Shea, Kevin;
OSSoft;
Otava;
Otter, Richard;
Outland Corp;
Outlaw;
Outlet;
Outsiders;
ovich;
OVV Rack;
Owen, Andrew;
Owen, B.C.;
Owen, Simon;
Owen, T.J.;
Oxborough, R.J.;
Oxford Computer Publishing;
Oxford Computer Systems;
Oxford Group;
Oxford Technologies;
Oz;
OZ1BII;
P&M;
P&M Designs;
P.B.;
P.B. Soft;
P.C.G. Computer;
P.D.A. Systems;
P.J.;
P.J.S.;
P.M.S;
P.N.;
P.O. Box 64;
P.O.B.;
P.O.V.;
P.P. Minio;
P.R.;
P.R. Computer;
P.S. Newby;
P.W.;
P7S;
PAB;
Pablo, Hernan;
Pabon, Luis;
PAC Soft;
Pacchiarotti, Mario;
Pace;
Pachler, A.;
Pacific;
Pacific Data Images;
Pagani Massimo;
Pagesoft;
Paint World;
PAL;
Palace;
Palacios, Francisco Javier Bravo;
Palacios, Luis Felipe Sanchez;
Paladin;
Palamar;
Palantir Programs;
Palas;
Palbo, Rasmus;
Palsoft;
Paltusov, D.;
Pan Books;
Panc;
Panda;
Pandora;
Pandovisia;
Panic;
Panik;
Pansoft;
PAPA;
Papermac;
Papersoft;
Papillon;
Para, Francisco Javier Rodriguez;
Paradise;
Paradise - Tutty;
Paradox;
Paramount, J.B.;
Paraninfo Soft;
Parfenov, Oleg;
Parinov, Denis;
Paris, M.A.;
Parker;
Parker, Quintin;
Parkes, Steve;
Parkes, Steve 'sparkes';
Parkgate Publishers;
Parks, Brian;
Parr, Steve;
Parsler, Justin;
Parsons, Neil;
Partnership, M. Price Kayem;
Partyline;
PASA Soft;
Pasesoft;
Pass, Jim;
Patisoners;
Patman;
Patocka, Mikulas;
Patocka, Mikuls;
Paton, James;
Patrick;
Patrick Shaughnessy;
Patrick Wigfull;
Patterson, Angus;
Patxi Projects;
Paul Coyle;
Paul O'Brian;
Paulin;
Pavel Kislak;
Pavicevic, Milan;
Pavlovic, Aleksandar;
Pawson, N.D.;
Pawson, Neil D.;
Paxman Promotions;
Payndz;
PB Systems;
pcb;
PCBs;
PCG;
PDF;
PDQ;
PDT;
Peacock;
Peak Mathematics;
Peak Services;
Peaksoft;
Peaktek;
Pearcy, Daren;
Pearl;
Pearmain, Rob;
Pearn, N.;
Pearsons Computing;
PeaSea;
Peekay;
Peeny Pad;
Pegasus;
Pegg, David;
Pego-Busy;
Peker Computers;
Pelaez, Andres Viedma;
Pelaez, Lucas;
Pelagon;
Penazo Soft;
Penedo, Nuno Miguel;
Penguin Books;
Penguin Study;
Penn, D.C.;
Pennell, Andrew;
Pensoft;
Pentacle;
Pentagram;
pentagram;
Peppa Pig;
Pepsi Soft;
Pera Putnik;
Pera, Toni;
Peralta, Jorge;
Percival, Jamie;
Percival, Jamie 'Scribbler';
Perestroika;
Perez-Schofield, Jose Baltasar Garcia;
Perfection;
Perlmutter, Gary;
Perpetum;
Perring, S.;
Personal Computer Games;
Personal Computer News;
Personal Computer World;
Perspective Group;
Persson, Lars;
Pertsovsky, Misha;
Pesek, Bohumil;
Pete;
Peterlin, Matjaz;
Petrola, Fernando;
Petrov, Max;
Petrov, Roman;
Petrovic, D.M.;
Pevosoft;
Pfeiffer, Kurt;
PGC;
Pgyuri;
pgyuri;
Pgyuri-WSS;
Phalas;
Phantasy;
phantasy;
Phantom;
Phantom Family;
Phantom Family Corp;
Phantomsoft;
Pharao Code Group;
Phenolftalein;
Phil Hard Productions;
Phil Reynolds;
Philicorda;
Philipoff, Denis;
Phillips, Nick;
Phillips, Paul;
Phipps Associates;
Phipps, S.;
Phoenix;
Phoenix Publishing Associates;
Phonex;
Pi;
Pick & Choose;
Pickstock, Myke;
Picosoft;
Picturesque;
Pierce, Dave;
Pigmeat;
Pikadee;
Pile, Chris;
Pilkington, G.;
Pillet, Henri;
Pilny, Zbynek;
PIM;
Pin Soft;
Pinehurst Data Studios;
Pinio;
Pipan Jure;
Pipeq Systems;
Piper;
Piranha;
Pirate;
Pirate Computing;
Pirie, Keith;
Piter;
Piti;
Pittman, Steve;
Pixel Productions;
PixelSoftware;
PKCS;
Placebo;
placebo;
Placet;
Planetarium-Chorzow;
Plansoft;
Play Games;
Players;
Players Premier;
Players Premier - Sinclair User;
Playgear Company;
Playground;
Plazastar;
Pliva, Pavel;
Plomba;
Plonba;
