TOSEC path;WoS FTP path;Original TOSEC game name;ZXDB-based TOSEC game name;ZXDB ID;ZXDB release ID;WoS URL
tosec\Games\[TAP]\007 - Licence to Kill (1989)(Domark)[128K].zip;/pub/sinclair/games/l/LicenceToKill128.tap.zip;007 - Licence to Kill (1989)(Domark);Licence to Kill (1989)(Domark);0000001;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000001
tosec\Games\[TAP]\007 - Licence to Kill (1989)(Domark).zip;/pub/sinclair/games/l/LicenceToKill48.tap.zip;007 - Licence to Kill (1989)(Domark);Licence to Kill (1989)(Domark);0000001;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000001
tosec\Games\[TZX]\007 - Licence to Kill (1989)(Domark)[128K].zip;/pub/sinclair/games/l/LicenceToKill.tzx.zip;007 - Licence to Kill (1989)(Domark);Licence to Kill (1989)(Domark);0000001;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000001
tosec\Games\[TZX]\007 - Licence to Kill (1989)(Domark).zip;/pub/sinclair/games/l/LicenceToKill.tzx.zip;007 - Licence to Kill (1989)(Domark);Licence to Kill (1989)(Domark);0000001;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000001
tosec\Games\[TZX]\007 - Licence to Kill (1989)(The Hit Squad)[128K][re-release].zip;/pub/sinclair/games/l/LicenceToKill(TheHitSquad).tzx.zip;007 - Licence to Kill (1989)(The Hit Squad);Licence to Kill (1991)(The Hit Squad);0000001;3;http://www.worldofspectrum.org/infoseekid.cgi?id=0000001
tosec\Games\[TZX]\007 - Licence to Kill (1989)(The Hit Squad)[re-release].zip;/pub/sinclair/games/l/LicenceToKill(TheHitSquad).tzx.zip;007 - Licence to Kill (1989)(The Hit Squad);Licence to Kill (1991)(The Hit Squad);0000001;3;http://www.worldofspectrum.org/infoseekid.cgi?id=0000001
tosec\Games\[DSK]\007 - Live and Let Die (1988)(Domark).zip;/pub/sinclair/games/l/LiveAndLetDie.dsk.zip;007 - Live and Let Die (1988)(Domark);Live and Let Die (1988)(Domark);0000004;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000004
tosec\Games\[TZX]\007 - Live and Let Die (1988)(Encore)[re-release].zip;/pub/sinclair/games/l/LiveAndLetDie(Encore).tzx.zip;007 - Live and Let Die (1988)(Encore);Live and Let Die (1990)(Encore);0000004;2;http://www.worldofspectrum.org/infoseekid.cgi?id=0000004
tosec\Games\[TAP]\007 - The Living Daylights (1987)(Domark)[a].zip;/pub/sinclair/games/l/LivingDaylights-TheComputerGameThe.tap.zip;007 - The Living Daylights (1987)(Domark);Living Daylights - The Computer Game, The (1987)(Domark);0000006;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000006
tosec\Games\[TZX]\007 - The Living Daylights (1987)(Domark)[a].zip;/pub/sinclair/games/l/LivingDaylights-TheComputerGameThe.tzx.zip;007 - The Living Daylights (1987)(Domark);Living Daylights - The Computer Game, The (1987)(Domark);0000006;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000006
tosec\Games\[TZX]\Alta Tension (1987)(Erbe Software)[aka 007 - The Living Daylights].zip;/pub/sinclair/games/l/LivingDaylights-TheComputerGameThe(AltaTension)(ErbeSoftwareS.A.).tzx.zip;Alta Tension (1987)(Erbe Software);Living Daylights - The Computer Game, The (1987)(Erbe Software);0000006;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0000006
tosec\Games\[TZX]\Alta Tension (1987)(Erbe Software)[a][aka 007 - The Living Daylights].zip;/pub/sinclair/games/l/LivingDaylights-TheComputerGameThe(AltaTension)(IBSA).tzx.zip;Alta Tension (1987)(Erbe Software);Living Daylights - The Computer Game, The (1987)(IBSA);0000006;2;http://www.worldofspectrum.org/infoseekid.cgi?id=0000006
tosec\Games\[TZX]\007 - The Spy Who Loved Me (1990)(Domark)(Side A)[48-128K].zip;/pub/sinclair/games/s/SpyWhoLovedMeThe.tzx.zip;007 - The Spy Who Loved Me (1990)(Domark);Spy Who Loved Me, The (1990)(Domark);0000008;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000008
tosec\Games\[TZX]\007 - The Spy Who Loved Me (1990)(Domark)(Side B)[48-128K].zip;/pub/sinclair/games/s/SpyWhoLovedMeThe.tzx.zip;007 - The Spy Who Loved Me (1990)(Domark);Spy Who Loved Me, The (1990)(Domark);0000008;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000008
tosec\Games\[DSK]\007 - The Spy Who Loved Me (1990)(Domark).zip;/pub/sinclair/games/s/SpyWhoLovedMeThe.dsk.zip;007 - The Spy Who Loved Me (1990)(Domark);Spy Who Loved Me, The (1990)(Domark);0000008;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000008
tosec\Games\[TZX]\Espia Que Me Amo, La (1990)(Erbe Software)(Side A)[re-release][aka 007 - The Spy Who Loved Me].zip;/pub/sinclair/games/s/SpyWhoLovedMeThe(DoubleCase)(EspiaQueMeAmoLa)(ErbeSoftwareS.A.).tzx.zip;Espia Que Me Amo, La (1990)(Erbe Software);Spy Who Loved Me, The (1990)(Erbe Software);0000008;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0000008
tosec\Games\[TZX]\Espia Que Me Amo, La (1990)(Erbe Software)(Side B)[re-release][aka 007 - The Spy Who Loved Me].zip;/pub/sinclair/games/s/SpyWhoLovedMeThe(DoubleCase)(EspiaQueMeAmoLa)(ErbeSoftwareS.A.).tzx.zip;Espia Que Me Amo, La (1990)(Erbe Software);Spy Who Loved Me, The (1990)(Erbe Software);0000008;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0000008
tosec\Games\[TZX]\007 - The Spy Who Loved Me (1990)(The Hit Squad)(Side A)[48-128K][re-release].zip;/pub/sinclair/games/s/SpyWhoLovedMeThe(TheHitSquad).tzx.zip;007 - The Spy Who Loved Me (1990)(The Hit Squad);Spy Who Loved Me, The (1990)(The Hit Squad);0000008;3;http://www.worldofspectrum.org/infoseekid.cgi?id=0000008
tosec\Games\[TZX]\007 - The Spy Who Loved Me (1990)(The Hit Squad)(Side B)[48-128K][re-release].zip;/pub/sinclair/games/s/SpyWhoLovedMeThe(TheHitSquad).tzx.zip;007 - The Spy Who Loved Me (1990)(The Hit Squad);Spy Who Loved Me, The (1990)(The Hit Squad);0000008;3;http://www.worldofspectrum.org/infoseekid.cgi?id=0000008
tosec\Games\[TZX]\007 - A View to a Kill (1985)(Domark)[a].zip;/pub/sinclair/games/v/ViewToAKill-TheComputerGameA.tzx.zip;007 - A View to a Kill (1985)(Domark);View to a Kill - The Computer Game, A (1985)(Domark);0000009;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000009
tosec\Games\[TAP]\007 - A View to a Kill (1985)(Domark)[a].zip;/pub/sinclair/games/v/ViewToAKill-TheComputerGameA.tap.zip;007 - A View to a Kill (1985)(Domark);View to a Kill - The Computer Game, A (1985)(Domark);0000009;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000009
tosec\Games\[TAP]\10th Frame (1986)(U.S. Gold).zip;/pub/sinclair/games/123/10thFrame.tap.zip;10th Frame (1986)(U.S. Gold);10th Frame (1987)(US Gold);0000011;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000011
tosec\Games\[TZX]\10th Frame (1986)(U.S. Gold).zip;/pub/sinclair/games/123/10thFrame.tzx.zip;10th Frame (1986)(U.S. Gold);10th Frame (1987)(US Gold);0000011;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000011
tosec\Games\[TZX]\180 (1983)(Mikro-Gen).zip;/pub/sinclair/games/o/OneHundredAndEighty.tzx.zip;180 (1983)(Mikro-Gen);One Hundred and Eighty! (1983)(Mikro-Gen);0000014;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000014
tosec\Games\[TZX]\180 (1983)(Sparklers)[re-release].zip;/pub/sinclair/games/o/OneHundredAndEighty(Sparklers).tzx.zip;180 (1983)(Sparklers);One Hundred and Eighty! (1983)(Sparklers);0000014;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0000014
tosec\Games\[TZX]\Nineteen Boot Camp (1989)(MCM Software)(Side A)[48-128K][aka 19 Part 1 - Boot Camp].zip;/pub/sinclair/games/123/19Part1-BootCamp(19BootCamp)(MCMSoftwareS.A.).tzx.zip;Nineteen Boot Camp (1989)(MCM Software);19 Part 1 - Boot Camp (1989)(MCM Software);0000016;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0000016
tosec\Games\[TZX]\Nineteen Boot Camp (1989)(MCM Software)(Side B)[48-128K][aka 19 Part 1 - Boot Camp].zip;/pub/sinclair/games/123/19Part1-BootCamp(19BootCamp)(MCMSoftwareS.A.).tzx.zip;Nineteen Boot Camp (1989)(MCM Software);19 Part 1 - Boot Camp (1989)(MCM Software);0000016;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0000016
tosec\Games\[TZX]\19 Boot Camp (1988)(Zafiro Software Division)(Side A)[re-release][aka 19 Part 1 - Boot Camp].zip;/pub/sinclair/games/123/19Part1-BootCamp(19BootCamp)(ZafiroSoftwareDivision).tzx.zip;19 Boot Camp (1988)(Zafiro Software Division);19 Part 1 - Boot Camp (1988)(Zafiro Software Division);0000016;3;http://www.worldofspectrum.org/infoseekid.cgi?id=0000016
tosec\Games\[TZX]\19 Boot Camp (1988)(Zafiro Software Division)(Side B)[re-release][aka 19 Part 1 - Boot Camp].zip;/pub/sinclair/games/123/19Part1-BootCamp(19BootCamp)(ZafiroSoftwareDivision).tzx.zip;19 Boot Camp (1988)(Zafiro Software Division);19 Part 1 - Boot Camp (1988)(Zafiro Software Division);0000016;3;http://www.worldofspectrum.org/infoseekid.cgi?id=0000016
tosec\Games\[TAP]\1984 - The Game of Economic Survival (1983)(Incentive Software).zip;/pub/sinclair/games/123/1984.tap.zip;1984 - The Game of Economic Survival (1983)(Incentive Software);1984 (1983)(Incentive Software);0000017;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000017
tosec\Games\[TZX]\1984 - The Game of Economic Survival (1983)(Incentive Software)[a2].zip;/pub/sinclair/games/123/1984.tzx.zip;1984 - The Game of Economic Survival (1983)(Incentive Software);1984 (1983)(Incentive Software);0000017;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000017
tosec\Games\[TZX]\1994 - Ten Years After (1983)(Visions Software Factory)[a2].zip;/pub/sinclair/games/123/1994-TenYearsAfter(different).tzx.zip;1994 - Ten Years After (1983)(Visions Software Factory);1994 - Ten Years After (1984)(Visions Software Factory);0000019;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000019
tosec\Games\[TAP]\1994 - Ten Years After (1983)(Visions Software Factory).zip;/pub/sinclair/games/123/1994-TenYearsAfter.tap.zip;1994 - Ten Years After (1983)(Visions Software Factory);1994 - Ten Years After (1984)(Visions Software Factory);0000019;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000019
tosec\Games\[TZX]\1994 - Ten Years After (1983)(Visions Software Factory)[a].zip;/pub/sinclair/games/123/1994-TenYearsAfter.tzx.zip;1994 - Ten Years After (1983)(Visions Software Factory);1994 - Ten Years After (1984)(Visions Software Factory);0000019;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000019
tosec\Games\[TZX]\1999 (1987)(Alternative Software)[a2].zip;/pub/sinclair/games/123/1999.tzx.zip;1999 (1987)(Alternative Software);1999 (1987)(Summit Software);0000020;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000020
tosec\Games\[TAP]\20 Tons (1985)(Argus Press Software).zip;/pub/sinclair/games/123/20Tons.tap.zip;20 Tons (1985)(Argus Press Software);20 Tons (1985)(Spectrum Computing);0000024;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000024
tosec\Games\[TAP]\2003 - A Space Oddity (1984)(DK'Tronics).zip;/pub/sinclair/games/123/2003.tap.zip;2003 - A Space Oddity (1984)(DK'Tronics);2003 (1984)(DK'Tronics);0000025;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000025
tosec\Games\[TZX]\2003 - A Space Oddity (1984)(DK'Tronics).zip;/pub/sinclair/games/123/2003.tzx.zip;2003 - A Space Oddity (1984)(DK'Tronics);2003 (1984)(DK'Tronics);0000025;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000025
tosec\Applications\[TAP]\3D Construction Kit - Editor (1991)(Domark)[128K].zip;/pub/sinclair/utils/3DConstructionKit128.tap.zip;3D Construction Kit - Editor (1991)(Domark);3D Construction Kit (1991)(Domark);0000029;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000029
tosec\Applications\[TAP]\3D Construction Kit - Condition Editor (1991)(Domark).zip;/pub/sinclair/utils/3DConstructionKit(ConditionEditor).tap.zip;3D Construction Kit - Condition Editor (1991)(Domark);3D Construction Kit (1991)(Domark);0000029;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000029
tosec\Applications\[TAP]\3D Construction Kit - Environment Editor (1991)(Domark).zip;/pub/sinclair/utils/3DConstructionKit(EnvironmentEditor).tap.zip;3D Construction Kit - Environment Editor (1991)(Domark);3D Construction Kit (1991)(Domark);0000029;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000029
tosec\Applications\[TAP]\3D Construction Kit - 3D Compiler (1991)(Domark).zip;/pub/sinclair/utils/3DConstructionKit(3DCompiler).tap.zip;3D Construction Kit - 3D Compiler (1991)(Domark);3D Construction Kit (1991)(Domark);0000029;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000029
tosec\Games\[TAP]\3DC (1987)(Encore).zip;/pub/sinclair/games/123/3DC.tap.zip;3DC (1987)(Encore);3DC (1987)(Hit-Pak);0000033;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000033
tosec\Games\[TZX]\3-Deep Space (1984)(Postern)[a].zip;/pub/sinclair/games/123/3DeepSpace.tzx.zip;3-Deep Space (1984)(Postern);3 Deep Space (1983)(Postern);0000035;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000035
tosec\Games\[TAP]\3-Deep Space (1984)(Postern).zip;/pub/sinclair/games/123/3DeepSpace.tap.zip;3-Deep Space (1984)(Postern);3 Deep Space (1983)(Postern);0000035;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000035
tosec\Games\[TAP]\4x4 Off-Road Racing (1988)(U.S. Gold)(Side A)[48-128K].zip;/pub/sinclair/games/123/4x4Off-RoadRacing.tap.zip;4x4 Off-Road Racing (1988)(U.S. Gold);4x4 Off-Road Racing (1988)(US Gold);0000036;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000036
tosec\Games\[TZX]\4x4 Off-Road Racing (1988)(U.S. Gold)(Side A)[48-128K].zip;/pub/sinclair/games/123/4x4Off-RoadRacing.tzx.zip;4x4 Off-Road Racing (1988)(U.S. Gold);4x4 Off-Road Racing (1988)(US Gold);0000036;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000036
tosec\Games\[TZX]\4x4 Off-Road Racing (1988)(U.S. Gold)(Side B)[48-128K].zip;/pub/sinclair/games/123/4x4Off-RoadRacing.tzx.zip;4x4 Off-Road Racing (1988)(U.S. Gold);4x4 Off-Road Racing (1988)(US Gold);0000036;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000036
tosec\Games\[TAP]\51 (1983)(Th. Dargel)(de).zip;/pub/sinclair/games/123/51.tap.zip;51 (1983)(Th. Dargel);51 (1983)(Th. Dargell);0000038;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000038
tosec\Games\[TAP]\66 (19xx)(Stankinsoft)(de).zip;/pub/sinclair/games/123/66.tap.zip;66 (19xx)(Stankinsoft);66 (19xx)(Stankisoft);0000039;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000039
tosec\Games\[TAP]\720 Degrees (1986)(U.S. Gold)[a].zip;/pub/sinclair/games/123/720Degrees.tap.zip;720 Degrees (1986)(U.S. Gold);720 Degrees (1987)(US Gold);0000041;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000041
tosec\Games\[TZX]\720 Degrees (1986)(U.S. Gold).zip;/pub/sinclair/games/123/720Degrees.tzx.zip;720 Degrees (1986)(U.S. Gold);720 Degrees (1987)(US Gold);0000041;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000041
tosec\Games\[TZX]\720 Degrees (1986)(Kixx)[re-release].zip;/pub/sinclair/games/123/720Degrees(Kixx).tzx.zip;720 Degrees (1986)(Kixx);720 Degrees (1989)(Kixx);0000041;2;http://www.worldofspectrum.org/infoseekid.cgi?id=0000041
tosec\Games\[TZX]\747 Flight Simulator (1984)(DACC)[a].zip;/pub/sinclair/games/123/747FlightSimulator.tzx.zip;747 Flight Simulator (1984)(DACC);747 Flight Simulator (1984)(D.A.C.C.);0000043;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000043
tosec\Games\[TAP]\747 Flight Simulator (1984)(DACC).zip;/pub/sinclair/games/123/747FlightSimulator.tap.zip;747 Flight Simulator (1984)(DACC);747 Flight Simulator (1984)(D.A.C.C.);0000043;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000043
tosec\Games\[TAP]\911 TS (1985)(Elite Systems).zip;/pub/sinclair/games/123/911TS(ABCSoft).tap.zip;911 TS (1985)(Elite Systems);911 TS (1985)(ABC Soft);0000044;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0000044
tosec\Games\[DSK]\Abadia del Crimen, La (1988)(Opera Soft)(es).zip;/pub/sinclair/games/a/AbadiaDelCrimenLa(MCMSoftwareS.A.).dsk.zip;Abadia del Crimen, La (1988)(Opera Soft);Abadia del Crimen, La (1988)(MCM Software);0000047;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0000047
tosec\Games\[TZX]\Abu Simbel Profanation (1986)(Erbe Software)(ES)[a][re-release].zip;/pub/sinclair/games/a/AbuSimbelProfanation(MediumCase)_2.tzx.zip;Abu Simbel Profanation (1986)(Erbe Software);Abu Simbel Profanation (1985)(Dinamic Software);0000048;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000048
tosec\Games\[TZX]\Abu Simbel Profanation (1987)(Gremlin Graphics Software)[a][re-release].zip;/pub/sinclair/games/a/AbuSimbelProfanation(SmallCase).tzx.zip;Abu Simbel Profanation (1987)(Gremlin Graphics Software);Abu Simbel Profanation (1985)(Dinamic Software);0000048;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000048
tosec\Games\[TZX]\Abu Simbel Profanation (1987)(Dinamic Software)(ES).zip;/pub/sinclair/games/a/AbuSimbelProfanation(SmallCase-Different).tzx.zip;Abu Simbel Profanation (1987)(Dinamic Software);Abu Simbel Profanation (1985)(Dinamic Software);0000048;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000048
tosec\Games\[TZX]\ACE - Air Combat Emulator (1986)(Cascade Games)[Lenslok].zip;/pub/sinclair/games/a/ACE.tzx.zip;ACE - Air Combat Emulator (1986)(Cascade Games);ACE (1986)(Cascade Games);0000056;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000056
tosec\Games\[TAP]\ACE - Air Combat Emulator (1986)(Cascade Games).zip;/pub/sinclair/games/a/ACE.tap.zip;ACE - Air Combat Emulator (1986)(Cascade Games);ACE (1986)(Cascade Games);0000056;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000056
tosec\Games\[TAP]\ACE - Air Combat Emulator (1986)(Cascade Games)[Lenslok].zip;/pub/sinclair/games/a/ACE_2.tap.zip;ACE - Air Combat Emulator (1986)(Cascade Games);ACE (1986)(Cascade Games);0000056;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000056
tosec\Games\[TZX]\ACE - Air Combat Emulator (1987)(Encore)[re-release].zip;/pub/sinclair/games/a/ACE(Encore).tzx.zip;ACE - Air Combat Emulator (1987)(Encore);ACE (1987)(Encore);0000056;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0000056
tosec\Games\[TZX]\ACE - Air Combat Emulator (1986)(Game Busters)[re-release].zip;/pub/sinclair/games/a/ACE(Gamebusters).tzx.zip;ACE - Air Combat Emulator (1986)(Game Busters);ACE (1986)(Gamebusters);0000056;2;http://www.worldofspectrum.org/infoseekid.cgi?id=0000056
tosec\Games\[TZX]\ACE - Air Combat Emulator (1989)(MCM Software)[re-release].zip;/pub/sinclair/games/a/ACE(MCMSoftwareS.A.).tzx.zip;ACE - Air Combat Emulator (1989)(MCM Software);ACE (1989)(MCM Software);0000056;3;http://www.worldofspectrum.org/infoseekid.cgi?id=0000056
tosec\Games\[TZX]\ACE - Air Combat Emulator (1986)(Cascade Games).zip;/pub/sinclair/games/a/ACE(ZCobra).tzx.zip;ACE - Air Combat Emulator (1986)(Cascade Games);ACE (1987)(Z Cobra);0000056;4;http://www.worldofspectrum.org/infoseekid.cgi?id=0000056
tosec\Games\[TZX]\ACE 2 - The Ultimate Head to Head Conflict (1987)(Game Busters)[re-release].zip;/pub/sinclair/games/a/ACE2-TheUltimateHeadToHeadConflict(Gamebusters).tzx.zip;ACE 2 - The Ultimate Head to Head Conflict (1987)(Game Busters);ACE 2 - The Ultimate Head to Head Conflict (1987)(Gamebusters);0000059;2;http://www.worldofspectrum.org/infoseekid.cgi?id=0000059
tosec\Games\[TZX]\ACE 2088 - The Space-Flight Combat Simulation (1989)(MCM Software)(Side A)[re-release].zip;/pub/sinclair/games/a/ACE2088(MCMSoftwareS.A.).tzx.zip;ACE 2088 - The Space-Flight Combat Simulation (1989)(MCM Software);ACE 2088 (1989)(MCM Software);0000061;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0000061
tosec\Games\[TZX]\ACE 2088 - The Space-Flight Combat Simulation (1989)(MCM Software)(Side B)[re-release].zip;/pub/sinclair/games/a/ACE2088(MCMSoftwareS.A.).tzx.zip;ACE 2088 - The Space-Flight Combat Simulation (1989)(MCM Software);ACE 2088 (1989)(MCM Software);0000061;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0000061
tosec\Games\[TZX]\ACE 2088 - The Space-Flight Combat Simulation (1988)(Summit Software)[128K][re-release].zip;/pub/sinclair/games/a/ACE2088(SummitSoftware1).tzx.zip;ACE 2088 - The Space-Flight Combat Simulation (1988)(Summit Software);ACE 2088 (1989)(Summit Software);0000061;2;http://www.worldofspectrum.org/infoseekid.cgi?id=0000061
tosec\Games\[TZX]\ACE 2088 - The Space-Flight Combat Simulation (1988)(Summit Software)[re-release].zip;/pub/sinclair/games/a/ACE2088(SummitSoftware1).tzx.zip;ACE 2088 - The Space-Flight Combat Simulation (1988)(Summit Software);ACE 2088 (1989)(Summit Software);0000061;2;http://www.worldofspectrum.org/infoseekid.cgi?id=0000061
tosec\Games\[TAP]\Ace of Aces (1986)(U.S. Gold).zip;/pub/sinclair/games/a/AceOfAces.tap.zip;Ace of Aces (1986)(U.S. Gold);Ace of Aces (1986)(US Gold);0000065;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000065
tosec\Games\[TZX]\Ace of Aces (1986)(U.S. Gold)[128K].zip;/pub/sinclair/games/a/AceOfAces.tzx.zip;Ace of Aces (1986)(U.S. Gold);Ace of Aces (1986)(US Gold);0000065;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000065
tosec\Games\[TZX]\Ace of Aces (1986)(Kixx)(Side A)[re-release].zip;/pub/sinclair/games/a/AceOfAces(Kixx).tzx.zip;Ace of Aces (1986)(Kixx);Ace of Aces (1988)(Kixx);0000065;2;http://www.worldofspectrum.org/infoseekid.cgi?id=0000065
tosec\Games\[TZX]\Ace of Aces (1986)(Kixx)(Side B)[re-release].zip;/pub/sinclair/games/a/AceOfAces(Kixx).tzx.zip;Ace of Aces (1986)(Kixx);Ace of Aces (1988)(Kixx);0000065;2;http://www.worldofspectrum.org/infoseekid.cgi?id=0000065
tosec\Games\[TAP]\Acme Glass Cube (1982)(Iolo Davidson).zip;/pub/sinclair/games/t/TubeCube.tap.zip;Acme Glass Cube (1982)(Iolo Davidson);Tube Cube (1983)(Computing Today);0000068;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000068
tosec\Games\[Z80]\Rubics Wurfel (1982)(-)(de)[aka Acme Glass Cube].zip;/pub/sinclair/games/t/TubeCube(RubicsWurfel)(unknown).z80.zip;Rubics Wurfel (1982)(-);Tube Cube (1983)(Computing Today);0000068;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0000068
tosec\Games\[Z80]\Acro Jet (1986)(U.S. Gold)[a].zip;/pub/sinclair/games/a/AcroJet.z80.zip;Acro Jet (1986)(U.S. Gold);Acro Jet (1987)(MicroProse Software);0000069;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000069
tosec\Games\[TZX]\Acro Jet (1986)(U.S. Gold)[a].zip;/pub/sinclair/games/a/AcroJet.tzx.zip;Acro Jet (1986)(U.S. Gold);Acro Jet (1987)(MicroProse Software);0000069;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000069
tosec\Covertapes\[TAP]\Action Farce II - Special Crash Edition (1989)(Crash).zip;/pub/sinclair/games/a/ActionFarceIIDemo.tap.zip;Action Farce II - Special Crash Edition (1989)(Crash);Action Farce II (1989)(Nutty Software);0000073;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000073
tosec\Games\[TZX]\Action Fighter (1989)(Kixx)[48-128K][re-release].zip;/pub/sinclair/games/a/ActionFighter(Kixx).tzx.zip;Action Fighter (1989)(Kixx);Action Fighter (1992)(Kixx);0000074;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0000074
tosec\Games\[TZX]\Action Force (1987)(Mastertronic Added Dimension)[re-release].zip;/pub/sinclair/games/a/ActionForce(MastertronicAddedDimension).tzx.zip;Action Force (1987)(Mastertronic Added Dimension);Action Force (1989)(Mastertronic Added Dimension);0000076;3;http://www.worldofspectrum.org/infoseekid.cgi?id=0000076
tosec\Games\[TAP]\Action Force II (1988)(Virgin Mastertronic)[t][48-128K].zip;/pub/sinclair/games/a/ActionForceII.tap.zip;Action Force II (1988)(Virgin Mastertronic);Action Force II (1988)(Virgin Games);0000077;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000077
tosec\Games\[DSK]\Action Force II (1988)(Virgin Mastertronic).zip;/pub/sinclair/games/a/ActionForceII.dsk.zip;Action Force II (1988)(Virgin Mastertronic);Action Force II (1988)(Virgin Games);0000077;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000077
tosec\Games\[TZX]\Action Force II (1988)(Virgin Mastertronic)[48-128K].zip;/pub/sinclair/games/a/ActionForceII.tzx.zip;Action Force II (1988)(Virgin Mastertronic);Action Force II (1988)(Virgin Games);0000077;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000077
tosec\Games\[TZX]\Action Reflex (1986)(Mirrorsoft).zip;/pub/sinclair/games/a/ActionReflex(Ricochet).tzx.zip;Action Reflex (1986)(Mirrorsoft);Action Reflex (1986)(Ricochet);0000078;1;http://www.worldofspectrum.org/infoseekid.cgi?id=0000078
tosec\Games\[Z80]\Addaladda (1983)(David Cowell)[Run 2000 at D Break].zip;/pub/sinclair/games/a/Addaladda.z80.zip;Addaladda (1983)(David Cowell);Addaladda (1983)(Contrast Software);0000081;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000081
tosec\Games\[Z80]\Addams Family, The (1991)(Ocean)[128K].zip;/pub/sinclair/games/a/AddamsFamilyThe.z80.zip;Addams Family, The (1991)(Ocean);Addams Family, The (1992)(Ocean Software);0000082;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000082
tosec\Games\[TZX]\Addams Family, The (1991)(Ocean)[128K][SpeedLock 7].zip;/pub/sinclair/games/a/AddamsFamilyThe.tzx.zip;Addams Family, The (1991)(Ocean);Addams Family, The (1992)(Ocean Software);0000082;0;http://www.worldofspectrum.org/infoseekid.cgi?id=0000082
