Wrong release chosen:
tosec_path;zxdb_path;wos_id;ZXDB TOSEC-compliant name
Sinclair ZX Spectrum\Games\[TZX]\Convoy Raider (1987)(Erbe Software)[re-release].zip;/pub/sinclair/games/c/ConvoyRaider(ErbeSoftwareS.A.).tzx.zip;0001062;Convoy Raider (1987)(Erbe Software)[re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Corya the Warrior Sage (1992)(The Guild)(Side A).zip;;0006109;Corya the Warrior-Sage (1992)(The Guild)(Side A).tzx
Sinclair ZX Spectrum\Games\[TZX]\Corya the Warrior Sage (1992)(The Guild)(Side A)[a].zip;/pub/sinclair/games/c/CoryaTheWarrior-Sage.tzx.zip;0006109;Corya the Warrior-Sage (1992)(The Guild)(Part 1 of 2)(Side A).tzx
Sinclair ZX Spectrum\Games\[TZX]\Corya the Warrior Sage (1992)(The Guild)(Side B).zip;;0006109;Corya the Warrior-Sage (1992)(The Guild)(Side B).tzx
Sinclair ZX Spectrum\Games\[TZX]\Corya the Warrior Sage (1992)(The Guild)(Side B)[a].zip;/pub/sinclair/games/c/CoryaTheWarrior-Sage.tzx.zip;0006109;Corya the Warrior-Sage (1992)(The Guild)(Part 2 of 2)(Side B).tzx
Sinclair ZX Spectrum\Covertapes\[TAP]\Cosmazoigs (1983)(Your Computer)[tr cs Petr Lukac].zip;/pub/sinclair/games/c/Cosmazoigs(unknown).tap.zip;0001077;Cosmazoigs (1984)(Your Computer)[16K][tr cs Petr Lukac].tap
Sinclair ZX Spectrum\Games\[TZX]\Cosmic Shock Absorber (1986)(Martech Games)[a].zip;/pub/sinclair/games/c/CosmicShockAbsorber(ErbeSoftwareS.A.).tzx.zip;0001085;Cosmic Shock Absorber (1987)(Erbe Software)[48-128K].tzx
Sinclair ZX Spectrum\Games\[TZX]\Crazy Cars (1988)(Titus)[a2][48-128K].zip;/pub/sinclair/games/c/CrazyCars(ProeinSoftLine).tzx.zip;0001121;Crazy Cars (1988)(Proein Soft Line)[48-128K].tzx
Sinclair ZX Spectrum\Games\[TZX]\Crazy Golf (1983)(Mr. Micro).zip;;0001128;Crazy Golf (1983)(Mr. Micro).tzx
Sinclair ZX Spectrum\Games\[Z80]\Crazy Golf (1983)(Mr. Micro).zip;;0001128;Crazy Golf (1983)(Mr. Micro).z80
Sinclair ZX Spectrum\Games\[TZX]\Crazy Golf (1983)(Mr. Micro)[a].zip;/pub/sinclair/games/c/CrazyGolf.tzx.zip;0001128;Crazy Golf (1983)(Mr. Micro).tzx
Sinclair ZX Spectrum\Games\[Z80]\Crazy Golf (1983)(Mr. Micro)[a].zip;;0001128;Crazy Golf (1983)(Mr. Micro).z80
Sinclair ZX Spectrum\Games\[TZX]\Critical Mass (1985)(Erbe Software)(Side B)[a][re-release].zip;;0001158;Critical Mass (1985)(Erbe Software)(Side B)[re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Critical Mass (1985)(Erbe Software)[re-release][medium case].zip;/pub/sinclair/games/c/CriticalMass(MediumCase)(ErbeSoftwareS.A.).tzx.zip;0001158;Critical Mass (1985)(Erbe Software)[medium case][re-release].tzx
Sinclair ZX Spectrum\Covertapes\[TAP]\Crossfire (1985)(Your Computer).zip;;0001164;Crossfire (1985)(Your Computer).tap
Sinclair ZX Spectrum\Covertapes\[Z80]\Crossfire (1985)(Your Computer).zip;;0001164;Crossfire (1985)(Your Computer).z80
Sinclair ZX Spectrum\Covertapes\[Z80]\Crossfire (1985)(Your Computer)[a].zip;;0001164;Crossfire (1985)(Your Computer).z80
Sinclair ZX Spectrum\Games\[TZX]\Cruising on Broadway (1983)(Sunshine Books)[a2].zip;/pub/sinclair/games/c/CruisingOnBroadway.tzx.zip;0001174;Cruising on Broadway (1983)(Solarsoft)[16K].tzx
Sinclair ZX Spectrum\Games\[TZX]\Crystal Frog, The (1984)(Kerian UK)[a].zip;/pub/sinclair/games/c/CrystalFrogThe(GilsoftInternational).tzx.zip;0006116;Crystal Frog, The (1984)(Gilsoft International).tzx
Sinclair ZX Spectrum\Applications\[TAP]\DLAN (1983)(Campbell Systems)[tr pl A. Grzegorczyk].zip;/pub/sinclair/utils/DLAN48(A.Grzegorczyk).tap.zip;0008116;DLAN (1983)(A. Grzegorczyk)[tr pl A. Grzegorczyk].tap
Sinclair ZX Spectrum\Games\[TZX]\Daley Thompson's Olympic Challenge (1988)(Ocean)[a].zip;/pub/sinclair/games/d/DaleyThompsonsOlympicChallenge(TheHitSquad).tzx.zip;0001220;Daley Thompson's Olympic Challenge (1990)(The Hit Squad)[48-128K].tzx
Sinclair ZX Spectrum\Games\[TAP]\Dallas (1982)(CCS)[tr es A.G.C.].zip;/pub/sinclair/games/d/Dallas(A.G.C.).tap.zip;0001227;Dallas (1983)(A.G.C.)[tr es A.G.C.].tap
Sinclair ZX Spectrum\Games\[Z80]\Dark Tower, The (1992)(River Software)[a].zip;/pub/sinclair/games/d/DarkTowerThe(ZenobiSoftware).z80.zip;0006145;Dark Tower, The (1992)(Zenobi Software).z80
Sinclair ZX Spectrum\Games\[Z80]\Davy Jones Locker (1987)(River Software)[a].zip;;0006149;Davy Jones Locker (1987)(River Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Deadly Mission (1987)(John Henry Enterprises)[a].zip;/pub/sinclair/games/d/DeadlyMissionThe.tzx.zip;0013180;Deadly Mission, The (1994)(Computer Gamer).tzx
Sinclair ZX Spectrum\Games\[TZX]\Death Wish 3 (1987)(Erbe Software)[a][48-128K][re-release].zip;/pub/sinclair/games/d/DeathWish3(IBSA).tzx.zip;0001299;Death Wish 3 (1987)(IBSA)[48-128K][re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Desert Island (1991)(G.I. Games).zip;/pub/sinclair/games/d/DesertIsland(G.I.Games).tzx.zip;0006165;Desert Island (1991)(G.I. Games).tzx
Sinclair ZX Spectrum\Games\[Z80]\Desert Island (1991)(G.I. Games).zip;;0006165;Desert Island (1991)(G.I. Games).z80
Sinclair ZX Spectrum\Games\[TZX]\Dictator (1984)(ABC Soft)[re-release].zip;/pub/sinclair/games/d/Dictator(ABCSoft).tzx.zip;0001388;Dictador (1984)(ABC Soft)[re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Domes of Sha, The (1988)(River Software).zip;;0006196;Domes of Sha, The (1988)(River Software).tzx
Sinclair ZX Spectrum\Games\[Z80]\Domes of Sha, The (1988)(River Software).zip;;0006196;Domes of Sha, The (1988)(River Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Domes of Sha, The (1988)(River Software)[a2].zip;;0006196;Domes of Sha, The (1988)(River Software).tzx
Sinclair ZX Spectrum\Games\[Z80]\Domes of Sha, The (1988)(River Software)[a2].zip;;0006196;Domes of Sha, The (1988)(River Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Domes of Sha, The (1988)(River Software)[a].zip;;0006196;Domes of Sha, The (1988)(River Software).tzx
Sinclair ZX Spectrum\Games\[Z80]\Domes of Sha, The (1988)(River Software)[a].zip;;0006196;Domes of Sha, The (1988)(River Software).z80
Sinclair ZX Spectrum\Games\[DSK]\Dominator (1989)(Electric Dreams Software)[a].zip;/pub/sinclair/games/d/Dominator(MCMSoftwareS.A.).dsk.zip;0001425;Dominator (1989)(MCM Software)[48-128K].dsk
Sinclair ZX Spectrum\Games\[DSK]\Dominator (1989)(Electric Dreams Software)[a].zip;/pub/sinclair/games/d/Dominator(MCMSoftwareS.A.).dsk.zip;0001425;Dominator (1989)(MCM Software)[48-128K].dsk
Sinclair ZX Spectrum\Games\[TZX]\Doombase (1986)(Sparklers).zip;/pub/sinclair/games/d/Doombase(AlternativeSoftwareLtd).tzx.zip;0001447;Doombase (1987)(Alternative Software).tzx
Sinclair ZX Spectrum\Games\[TZX]\Double Agent (1987)(Tartan Software).zip;;0006205;Double Agent (1987)(Tartan Software).tzx
Sinclair ZX Spectrum\Games\[Z80]\Double Agent (1987)(Tartan Software).zip;;0006205;Double Agent (1987)(Tartan Software).z80
Sinclair ZX Spectrum\Games\[Z80]\Double Agent (1987)(Tartan Software)[a2].zip;;0006205;Double Agent (1987)(Tartan Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Double Agent (1987)(Tartan Software)[a].zip;;0006205;Double Agent (1987)(Tartan Software).tzx
Sinclair ZX Spectrum\Games\[Z80]\Double Agent (1987)(Tartan Software)[a].zip;;0006205;Double Agent (1987)(Tartan Software).z80
Sinclair ZX Spectrum\Games\[TAP]\Double Dash (1990)(Proxima Software).zip;;0001454;Double Dash (1990)(Proxima Software).tap
Sinclair ZX Spectrum\Games\[TZX]\Double Dash (1990)(Proxima Software).zip;;0001454;Double Dash (1990)(Proxima Software).tzx
Sinclair ZX Spectrum\Games\[Z80]\Double Dash (1990)(Proxima Software).zip;;0001454;Double Dash (1990)(Proxima Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Double Dash (1990)(Proxima Software)[a].zip;;0001454;Double Dash (1990)(Proxima Software).tzx
Sinclair ZX Spectrum\Games\[Z80]\Double Dash (1990)(Proxima Software)[a].zip;;0001454;Double Dash (1990)(Proxima Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Double Dragon (1988)(Mastertronic Plus).zip;;0001456;Double Dragon (1989)(Mastertronic Plus).tzx
Sinclair ZX Spectrum\Games\[TZX]\Double Dragon (1988)(Mastertronic Plus)[a2].zip;;0001456;Double Dragon (1989)(Mastertronic Plus).tzx
Sinclair ZX Spectrum\Games\[TZX]\Double Dragon (1988)(Mastertronic Plus)[a3].zip;/pub/sinclair/games/d/DoubleDragon(MastertronicPlus).tzx.zip;0001456;Double Dragon (1989)(Mastertronic Plus).tzx
Sinclair ZX Spectrum\Games\[TZX]\Double Dragon (1988)(Mastertronic Plus)[a].zip;;0001456;Double Dragon (1989)(Mastertronic Plus).tzx
Sinclair ZX Spectrum\Games\[TAP]\Double Dragon II - The Revenge (1990)(Dro Soft)(es)[re-release].zip;/pub/sinclair/games/d/DoubleDragonII-TheRevenge48.tap.zip;0001458;Double Dragon II - The Revenge (1989)(Virgin Mastertronic)(es)[48-128K][re-release].tap
Sinclair ZX Spectrum\Games\[TZX]\Dragon Ninja (1988)(Erbe Software)[128K][re-release].zip;/pub/sinclair/games/d/DragonNinja(IBSA).tzx.zip;0001488;Dragon Ninja (1988)(IBSA)(Side B)[128K][re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Dragon Ninja (1988)(Erbe Software)[re-release].zip;/pub/sinclair/games/d/DragonNinja(IBSA).tzx.zip;0001488;Dragon Ninja (1988)(IBSA)(Side A)[48-128K][re-release].tzx
Sinclair ZX Spectrum\Games\[TAP]\Dragon's Lair II - Escape from Singe's Castle (1987)(Software Projects)[DISCiPLE].zip;/pub/sinclair/games/d/DragonsLairII-EscapeFromSingesCastle(disciple)(MiroslavJanjic).tap.zip;0001498;Dragon's Lair II - Escape from Singe's Castle (1987)(Miroslav Janjic)[48-128K][DISCiPLE].tap
Sinclair ZX Spectrum\Games\[TAP]\Dyktator (1983)(DK'Tronics)(ru)[aka Dictator].zip;;0001388;Dictator (1983)(DK'Tronics)(ru)[aka Dictator].tap
Sinclair ZX Spectrum\Games\[Z80]\Dyktator (1983)(DK'Tronics)(ru)[aka Dictator].zip;;0001388;Dictator (1983)(DK'Tronics)(ru)[aka Dictator].z80
Sinclair ZX Spectrum\Games\[Z80]\Dynamix (1989)(Virgin Mastertronic).zip;;0001557;Dynamix (1989)(Virgin Mastertronic).z80
Sinclair ZX Spectrum\Games\[TZX]\Edd the Duck (1990)(Impulze).zip;/pub/sinclair/games/e/EddTheDuck.tzx.zip;0001572;Edd the Duck (1990)(Impulze).tzx
Sinclair ZX Spectrum\Games\[Z80]\Edd the Duck (1990)(Impulze).zip;;0001572;Edd the Duck (1990)(Impulze).z80
Sinclair ZX Spectrum\Games\[Z80]\Edd the Duck (1990)(Impulze)[a].zip;;0001572;Edd the Duck (1990)(Impulze).z80
Sinclair ZX Spectrum\Games\[TZX]\Eddie Edwards' Super Ski (1989)(Loriciels)[aka Super Ski].zip;/pub/sinclair/games/e/EddieEdwardsSuperSki(SuperSkiChallenge)(PlayersPremier).tzx.zip;0011670;Super Ski Challenge (1989)(Players Premier)[aka Super Ski].tzx
Sinclair ZX Spectrum\Games\[TZX]\Elevator Action (1987)(Quicksilva)[a3][48-128K].zip;/pub/sinclair/games/e/ElevatorAction(Bug-ByteSoftwareLtd).tzx.zip;0001594;Elevator Action (1987)(Bug-Byte Software)[48-128K].tzx
Sinclair ZX Spectrum\Games\[TAP]\Elfindor (1990)(Zenobi Software).zip;/pub/sinclair/games/e/Elfindor.tap.zip;0006244;Elfindor (1989)(Sigmasoft).tap
Sinclair ZX Spectrum\Games\[TZX]\Escape from Krakatoa (1984)(Abbex Electronics)[a].zip;/pub/sinclair/games/k/Krakatoa(Profisoft1).tzx.zip;0002763;Krakatoa (1984)(Profisoft).tzx
Sinclair ZX Spectrum\Games\[Z80]\Extreme (1991)(Digital Integration)[a].zip;;0001699;Extreme (1991)(Digital Integration).z80
Sinclair ZX Spectrum\Games\[TAP]\Extreme (1991)(Digital Integration)[cr Matasoft][t +2 Matasoft - Miki].zip;;0001699;Extreme (1991)(Digital Integration)[cr Matasoft][t +2 Matasoft - Miki][cr Matasoft][t +2 Matasoft - Miki].tap
Sinclair ZX Spectrum\Games\[TZX]\Fanky Punky (1987)(P.J. Software)(es)[a2].zip;;0001725;Funky Punky (1987)(P.J. Software)(es).tzx
Sinclair ZX Spectrum\Games\[TZX]\Fanky Punky (1987)(P.J. Software)(es)[a].zip;/pub/sinclair/games/f/FunkyPunky(P.J.Software).tzx.zip;0001725;Funky Punky (1987)(P.J. Software)(es).tzx
Sinclair ZX Spectrum\Games\[TZX]\Final Matrix, The (1987)(Erbe Software)[re-release].zip;/pub/sinclair/games/f/FinalMatrixThe(IBSA).tzx.zip;0001762;Final Matrix, The (1987)(IBSA)[re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Firelord (1986)(Erbe Software)[re-release].zip;/pub/sinclair/games/f/Firelord(IBSA).tzx.zip;0001775;Firelord (1986)(IBSA)[re-release].tzx
Sinclair ZX Spectrum\Games\[TAP]\Football Manager (1982)(Addictive Games)[tr cs J. Arely].zip;/pub/sinclair/games/f/FootballManager(J.Arely).tap.zip;0001823;Football Manager (1982)(J. Arely)[tr cs J. Arely].tap
Sinclair ZX Spectrum\Games\[DSK]\Football Manager - World Cup Edition (1990)(Addictive Games).zip;;0001831;Football Manager - World Cup Edition (1990)(Addictive Games).dsk
Sinclair ZX Spectrum\Games\[DSK]\Football Manager - World Cup Edition (1990)(Addictive Games).zip;;0001831;Football Manager - World Cup Edition (1990)(Addictive Games).dsk
Sinclair ZX Spectrum\Games\[TAP]\Football Manager - World Cup Edition (1990)(Addictive Games).zip;;0001831;Football Manager - World Cup Edition (1990)(Addictive Games).tap
Sinclair ZX Spectrum\Games\[TZX]\Football Manager - World Cup Edition (1990)(Addictive Games).zip;/pub/sinclair/games/f/FootballManager-WorldCupEdition.tzx.zip;0001831;Football Manager - World Cup Edition (1990)(Addictive Games).tzx
Sinclair ZX Spectrum\Games\[TZX]\Football Manager - World Cup Edition (1990)(Addictive Games)[a].zip;;0001831;Football Manager - World Cup Edition (1990)(Addictive Games).tzx
Sinclair ZX Spectrum\Educational\[TZX]\Fun to Learn (1984)(Shards Software).zip;/pub/sinclair/games/f/FunToLearn(Currys).tzx.zip;0009091;Fun to Learn (1986)(Currys).tzx
Sinclair ZX Spectrum\Games\[TZX]\Future Knight (1986)(Erbe Software)[a3][48-128K][re-release].zip;/pub/sinclair/games/f/FutureKnight(MediumCase)(ErbeSoftwareS.A.).tzx.zip;0001920;Future Knight (1986)(Erbe Software)[48-128K][re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Future Knight (1986)(Erbe Software)[a][48-128K][re-release].zip;/pub/sinclair/games/f/FutureKnight(SmallCase)(ErbeSoftwareS.A.).tzx.zip;0001920;Future Knight (1986)(Erbe Software)[48-128K][re-release].tzx
Sinclair ZX Spectrum\Games\[Z80]\Game Without a Name (1987)(Dented Designs).zip;/pub/sinclair/games/g/GameWithoutAName(ZenobiSoftware).z80.zip;0006346;Game Without a Name (1987)(Zenobi Software).z80
Sinclair ZX Spectrum\Games\[Z80]\Gerente, El (1984)(DIMensionNEW - Idealogic)(es).zip;/pub/sinclair/games/g/GerenteEl.z80.zip;0002014;Gerente, El (1984)(DIMensionNEW)(es).z80
Sinclair ZX Spectrum\Games\[TZX]\Glass (1985)(Quicksilva)[a].zip;/pub/sinclair/games/g/Glass(Bug-ByteSoftwareLtd).tzx.zip;0002052;Glass (1985)(Bug-Byte Software).tzx
Sinclair ZX Spectrum\Games\[TZX]\Golden Locket, The (1993)(Zenobi Software)[a].zip;/pub/sinclair/games/g/GoldenLocketThe.tzx.zip;0006376;Golden Locket, The (1993)(Keith Burnard).tzx
Sinclair ZX Spectrum\Games\[Z80]\Gordello Incident, The (1989)(Tartan Software)(Part 1 of 2)[a].zip;;0006384;Gordello Incident, The (1989)(Tartan Software)(Part 1).z80
Sinclair ZX Spectrum\Games\[TZX]\Grand Prix Master (1989)(Dinamic Software)[aka Aspar GP Master].zip;;0000285;Aspar GP Master (1988)(Dinamic Software)[aka Aspar GP Master].tzx
Sinclair ZX Spectrum\Games\[Z80]\Gricko (1982)(R&R Software)(sr).zip;;0002063;Gnasher (1983)(R&R Software)(sr).z80
Sinclair ZX Spectrum\Games\[TZX]\Gricko (1982)(R&R Software)(sr)[a].zip;;0002063;Gnasher (1983)(R&R Software)(sr).tzx
Sinclair ZX Spectrum\Games\[TZX]\Gunrunner (1987)(Erbe Software)[re-release].zip;/pub/sinclair/games/g/Gunrunner(ErbeSoftwareS.A.).tzx.zip;0002181;Gunrunner (1987)(Erbe Software)[re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Helvera - Mistress of the Park (1993)(FSF Adventures)[a].zip;/pub/sinclair/games/h/Helvera-MistressOfThePark(AdventureProbeSoftware).tzx.zip;0006425;Helvera - Mistress of the Park (1993)(Adventure Probe Software).tzx
Sinclair ZX Spectrum\Applications\[TAP]\HiSoft BASIC v1.0 (1986)(HiSoft)[f Zeljko Juric].zip;/pub/sinclair/utils/HiSoftBASIC(debugged)(ZeljkoJuric).tap.zip;0008249;HiSoft BASIC (1996)(Zeljko Juric)[f Zeljko Juric].tap
Sinclair ZX Spectrum\Games\[TZX]\Hobbit, The v1.0 (1982)(Melbourne House)[a].zip;/pub/sinclair/games/h/HobbitThe(SinclairResearchLtd).tzx.zip;0006440;Hobbit, The (1982)(Sinclair Research).tzx
Sinclair ZX Spectrum\Games\[Z80]\Hotshot (1988)(Addictive Games)[128K].zip;;0002357;Hotshot (1988)(Addictive Games)[128K].z80
Sinclair ZX Spectrum\Games\[TZX]\Hotshot (1988)(Addictive Games)[48-128K].zip;;0002357;Hotshot (1988)(Addictive Games)[48-128K].tzx
Sinclair ZX Spectrum\Games\[TZX]\Hotshot (1988)(Addictive Games)[a][48-128K].zip;/pub/sinclair/games/h/Hotshot.tzx.zip;0002357;Hotshot (1988)(Addictive Games)[48-128K].tzx
Sinclair ZX Spectrum\Games\[TZX]\Hundra (1988)(Mastertronic)[a][re-release].zip;/pub/sinclair/games/h/Hundra(MastertronicLtd).tzx.zip;0002388;Hundra (1989)(Mastertronic)[re-release].tzx
Sinclair ZX Spectrum\Games\[Z80]\Hundra (1988)(Mastertronic)[a][re-release].zip;;0002388;Hundra (1989)(Mastertronic)[re-release].z80
Sinclair ZX Spectrum\Games\[TAP]\Hundra (1988)(Mastertronic)[re-release].zip;;0002388;Hundra (1989)(Mastertronic)[re-release].tap
Sinclair ZX Spectrum\Games\[TZX]\Hundra (1988)(Mastertronic)[re-release].zip;;0002388;Hundra (1989)(Mastertronic)[re-release].tzx
Sinclair ZX Spectrum\Games\[Z80]\Hundra (1988)(Mastertronic)[re-release].zip;;0002388;Hundra (1989)(Mastertronic)[re-release].z80
Sinclair ZX Spectrum\Games\[Z80]\Indoor Soccer (1986)(Magnificent 7 Software).zip;;0002477;Indoor Soccer (1986)(Magnificent 7 Software).z80
Sinclair ZX Spectrum\Games\[TZX]\International 3D Tennis (1991)(Erbe Software)[128K][re-release].zip;/pub/sinclair/games/i/International3DTennis(ErbeSoftwareS.A.).tzx.zip;0002495;International 3D Tennis (1990)(Erbe Software)(Side B)[128K][re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\International 3D Tennis (1991)(Erbe Software)[re-release].zip;/pub/sinclair/games/i/International3DTennis(ErbeSoftwareS.A.).tzx.zip;0002495;International 3D Tennis (1990)(Erbe Software)(Side A)[re-release].tzx
Sinclair ZX Spectrum\Games\[DSK]\Intocables, Los (1989)(Erbe Software)(Side A)[aka Untouchables, The].zip;/pub/sinclair/games/u/UntouchablesThe(IntocablesLos)(ErbeSoftwareS.A.).dsk.zip;0005520;Intocables, Los (1989)(Erbe Software)(Side A)[48-128K][aka Untouchables, The].dsk
Sinclair ZX Spectrum\Games\[DSK]\Intocables, Los (1989)(Erbe Software)(Side A)[aka Untouchables, The].zip;/pub/sinclair/games/u/UntouchablesThe(IntocablesLos)(ErbeSoftwareS.A.).dsk.zip;0005520;Intocables, Los (1989)(Erbe Software)(Side A)[48-128K][aka Untouchables, The].dsk
Sinclair ZX Spectrum\Games\[DSK]\Intocables, Los (1989)(Erbe Software)(Side B)[aka Untouchables, The].zip;/pub/sinclair/games/u/UntouchablesThe(IntocablesLos)(ErbeSoftwareS.A.).dsk.zip;0005520;Intocables, Los (1989)(Erbe Software)(Side B)[aka Untouchables, The].dsk
Sinclair ZX Spectrum\Games\[DSK]\Intocables, Los (1989)(Erbe Software)(Side B)[aka Untouchables, The].zip;/pub/sinclair/games/u/UntouchablesThe(IntocablesLos)(ErbeSoftwareS.A.).dsk.zip;0005520;Intocables, Los (1989)(Erbe Software)(Side B)[aka Untouchables, The].dsk
Sinclair ZX Spectrum\Games\[TZX]\Intocables, Los (1989)(Erbe Software)[48-128K][aka Untouchables, The].zip;;0005520;Intocables, Los (1989)(Erbe Software)[48-128K][aka Untouchables, The].tzx
Sinclair ZX Spectrum\Games\[TZX]\Intocables, Los (1989)(Erbe Software)[a2][48-128K][aka Untouchables, The].zip;/pub/sinclair/games/u/UntouchablesThe(DoubleCase)(IntocablesLos)(ErbeSoftwareS.A.).tzx.zip;0005520;Intocables, Los (1989)(Erbe Software)[48-128K][aka Untouchables, The].tzx
Sinclair ZX Spectrum\Games\[TZX]\Intocables, Los (1989)(Erbe Software)[a][48-128K][aka Untouchables, The].zip;;0005520;Intocables, Los (1989)(Erbe Software)[48-128K][aka Untouchables, The].tzx
Sinclair ZX Spectrum\Games\[TZX]\Jade Necklace, The (1987)(River Software).zip;;0006500;Jade Necklace, The (1987)(River Software).tzx
Sinclair ZX Spectrum\Games\[Z80]\Jade Necklace, The (1987)(River Software).zip;;0006500;Jade Necklace, The (1987)(River Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Jade Necklace, The (1987)(River Software)[a].zip;;0006500;Jade Necklace, The (1987)(River Software).tzx
Sinclair ZX Spectrum\Games\[Z80]\Jawz (1983)(Elfin Software)[16K].zip;;0002583;Jawz (1983)(Elfin Software)[16K].z80
Sinclair ZX Spectrum\Games\[Z80]\Jawz (1983)(Elfin Software)[16K][re-release].zip;;0002583;Jawz (1983)(Elfin Software)[16K][re-release].z80
Sinclair ZX Spectrum\Games\[Z80]\Jump (1984)(Ventamatic).zip;;0002656;Jump (1984)(Ventamatic).z80
Sinclair ZX Spectrum\Games\[Z80]\Kentilla (1984)(Micromega).zip;;0006527;Kentilla (1984)(Micromega).z80
Sinclair ZX Spectrum\Games\[TZX]\Kentilla (1984)(Micromega)[a2].zip;;0006527;Kentilla (1984)(Micromega).tzx
Sinclair ZX Spectrum\Games\[TZX]\Kentilla (1984)(Micromega)[a3].zip;;0006527;Kentilla (1984)(Micromega).tzx
Sinclair ZX Spectrum\Games\[TZX]\Kentilla (1984)(Micromega)[a].zip;;0006527;Kentilla (1984)(Micromega).tzx
Sinclair ZX Spectrum\Games\[Z80]\Kentilla (1984)(Micromega)[a].zip;;0006527;Kentilla (1984)(Micromega).z80
Sinclair ZX Spectrum\Games\[Z80]\Key to Time, The (1984)(Sentient Software).zip;/pub/sinclair/games/k/KeyToTimeThe(SentientSoftwareLtd).z80.zip;0006530;Key to Time, The (1984)(Sentient Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Key to Time, The (1984)(Sentient Software)[a].zip;;0006530;Key to Time, The (1984)(Sentient Software).tzx
Sinclair ZX Spectrum\Applications\[TZX]\Key, The vM (1983)(Keysoft)[16K].zip;/pub/sinclair/utils/KeyTheV7.tzx.zip;0008311;Key, The (1983)(Keysoft)(Side B)[16K].tzx
Sinclair ZX Spectrum\Applications\[Z80]\Key, The vM (1983)(Keysoft)[16K].zip;;0008311;Key, The (1983)(Keysoft)[16K].z80
Sinclair ZX Spectrum\Applications\[TZX]\Key, The vM (1983)(Keysoft)[a][16K].zip;;0008311;Key, The (1983)(Keysoft)[16K].tzx
Sinclair ZX Spectrum\Games\[Z80]\Knight Life (1995)(Zenobi Software)[128K].zip;/pub/sinclair/games/k/KnightLife.z80.zip;0006539;Knight Life (1995)(Stephen Boyd)[128K].z80
Sinclair ZX Spectrum\Games\[TZX]\Knight Life (1995)(Zenobi Software)[a][128K].zip;/pub/sinclair/games/k/KnightLife.tzx.zip;0006539;Knight Life (1995)(Stephen Boyd)[128K].tzx
Sinclair ZX Spectrum\Games\[Z80]\LA Drugs Bust (1990)(Players Software)[128K].zip;/pub/sinclair/games/l/LADrugsBust128(LosAngelesPoliceDepartment)(PlayersSoftware).z80.zip;0002933;Los Angeles Police Department (1990)(Players Software)[128K].z80
Sinclair ZX Spectrum\Games\[TAP]\LSD (1984)(CRL Group)[a].zip;/pub/sinclair/games/l/L.s.d.(unknown).tap.zip;0002942;L.s.d (1984)(CRL Group).tap
Sinclair ZX Spectrum\Games\[TAP]\Labours of Hercules, The (1987)(Zenobi Software).zip;/pub/sinclair/games/l/LaboursOfHerculesThe.tap.zip;0006552;Labours of Hercules, The (1987)(Terry Taylor).tap
Sinclair ZX Spectrum\Games\[TZX]\Labours of Hercules, The (1987)(Zenobi Software).zip;/pub/sinclair/games/l/LaboursOfHerculesThe.tzx.zip;0006552;Labours of Hercules, The (1987)(Terry Taylor).tzx
Sinclair ZX Spectrum\Games\[TZX]\Life of a Lone Electron, The (1993)(Zenobi Software).zip;/pub/sinclair/games/l/LifeOfALoneElectronThe.tzx.zip;0006582;Life of a Lone Electron, The (1992)(Delbert the Hamster Software).tzx
Sinclair ZX Spectrum\Games\[TZX]\Lightmare (1989)(Zenobi Software).zip;/pub/sinclair/games/l/Lightmare.tzx.zip;0006585;Lightmare (1989)(Scott G. Johnston).tzx
Sinclair ZX Spectrum\Applications\[TZX]\MUP - Microdrive Utility Program v1.1 (1984)(JC Jumbo Data).zip;;0014833;MUP (1984)(JC Jumbo Data).tzx
Sinclair ZX Spectrum\Applications\[Z80]\MUP - Microdrive Utility Program v1.1 (1984)(JC Jumbo Data).zip;;0014833;MUP (1984)(JC Jumbo Data).z80
Sinclair ZX Spectrum\Applications\[TZX]\MUP - Microdrive Utility Program v1.1 (1984)(JC Jumbo Data)[a].zip;/pub/sinclair/utils/MUP(JCJumboData).tzx.zip;0014833;MUP (1984)(JC Jumbo Data).tzx
Sinclair ZX Spectrum\Games\[TZX]\Mad Mix Game (1988)(Topo Soft)(ES)[SLS 208].zip;/pub/sinclair/games/m/MadMixGame(IBSA).tzx.zip;0002965;Mad Mix Game (1988)(IBSA)(es)[SLS 208].tzx
