Wrong release chosen:
tosec_path;zxdb_path;wos_id;ZXDB TOSEC-compliant name
Sinclair ZX Spectrum\Games\[TZX]\Madballs (1988)(Ocean)[128K].zip;/pub/sinclair/games/m/Madballs(ErbeSoftwareS.A.).tzx.zip;0002971;Madballs (1988)(Erbe Software)[128K].tzx
Sinclair ZX Spectrum\Games\[TZX]\Malice in Wonderland (1985)(Sentient Software)[a].zip;/pub/sinclair/games/m/MaliceInWonderland.tzx.zip;0006648;Malice in Wonderland (1985)(Lumpsoft).tzx
Sinclair ZX Spectrum\Games\[TZX]\Mansion Quest (1990)(G.I. Games).zip;;0006652;Mansion Quest (1990)(G.I. Games).tzx
Sinclair ZX Spectrum\Games\[Z80]\Mansion Quest (1990)(G.I. Games).zip;;0006652;Mansion Quest (1990)(G.I. Games).z80
Sinclair ZX Spectrum\Games\[TZX]\Mansion Quest (1990)(G.I. Games)[a].zip;/pub/sinclair/games/m/MansionQuest(G.I.Games).tzx.zip;0006652;Mansion Quest (1990)(G.I. Games).tzx
Sinclair ZX Spectrum\Games\[TZX]\Mario Bros (1987)(Erbe Software)[re-release].zip;/pub/sinclair/games/m/MarioBros(ErbeSoftwareS.A.).tzx.zip;0003035;Mario Bros (1987)(Erbe Software)[re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Mask II (1988)(Erbe Software)[a][48-128K][re-release].zip;/pub/sinclair/games/m/MASKII(IBSA).tzx.zip;0003044;MASK II (1987)(IBSA)[48-128K][re-release].tzx
Sinclair ZX Spectrum\Games\[TAP]\Menagerie, The (1990)(Zenobi Software)[re-release].zip;/pub/sinclair/games/m/MenagerieThe.tap.zip;0006673;Menagerie, The (1990)(Stormbringer Software)[re-release].tap
Sinclair ZX Spectrum\Games\[TZX]\Midnight Resistance (1990)(Ocean)[a2].zip;/pub/sinclair/games/m/MidnightResistance(TheHitSquad).tzx.zip;0003188;Midnight Resistance (1990)(The Hit Squad).tzx
Sinclair ZX Spectrum\Games\[TZX]\Midnight Resistance (1990)(Ocean)[a][128K].zip;/pub/sinclair/games/m/MidnightResistance(TheHitSquad).tzx.zip;0003188;Midnight Resistance (1990)(The Hit Squad)[128K].tzx
Sinclair ZX Spectrum\Games\[TZX]\Millionaire (1984)(Incentive Software)[a2].zip;/pub/sinclair/games/m/Millionaire(Currys).tzx.zip;0003204;Millionaire (1984)(Currys).tzx
Sinclair ZX Spectrum\Games\[Z80]\Mission X (1991)(G.I. Games).zip;;0006699;Mission X (1991)(G.I. Games).z80
Sinclair ZX Spectrum\Games\[TZX]\Moon Cresta (1985)(Incentive Software)[a2].zip;/pub/sinclair/games/m/MoonCresta(AlternativeSoftwareLtd).tzx.zip;0003263;Moon Cresta (1987)(Alternative Software).tzx
Sinclair ZX Spectrum\Applications\[TAP]\Morse Code Tutor (1986)(Your Sinclair)[16K].zip;/pub/sinclair/games/m/MorseCodeTutor.tap.zip;0013424;Morse Code Tutor (1986)(Your Sinclair)[16K].tap
Sinclair ZX Spectrum\Games\[TZX]\Mr. Weems and the She Vampires (1987)(Piranha).zip;/pub/sinclair/games/m/Mr.WeemsAndTheSheVampires(SheVampires)(AlternativeSoftwareLtd).tzx.zip;0003311;She Vampires (1987)(Alternative Software).tzx
Sinclair ZX Spectrum\Games\[TZX]\Mrs. Mopp (1984)(Computasolve).zip;/pub/sinclair/games/m/MrsMopp.tzx.zip;0003315;Mrs Mopp (1984)(Computasolve).tzx
Sinclair ZX Spectrum\Games\[Z80]\Mummy's Crypt, The v1.0 (1992)(Zenobi Software).zip;/pub/sinclair/games/m/MummysCryptThe(ZenobiSoftware).z80.zip;0006717;Mummy's Crypt, The (1992)(Zenobi Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Munsters, The (1989)(Again Again)[a3].zip;/pub/sinclair/games/m/MunstersThe.tzx.zip;0003329;Munsters, The (1989)(Again Again)[48-128K].tzx
Sinclair ZX Spectrum\Games\[TAP]\Munsters, The (1989)(Again Again)[a].zip;/pub/sinclair/games/m/MunstersThe.tap.zip;0003329;Munsters, The (1989)(Again Again)[48-128K].tap
Sinclair ZX Spectrum\Games\[TZX]\Munsters, The (1989)(Again Again)[a].zip;;0003329;Munsters, The (1989)(Again Again).tzx
Sinclair ZX Spectrum\Games\[TZX]\Mysterie van Arendarvon Castle, Het (1985)(Addison-Wesley Productions)(nl).zip;;0005960;Secret of Arendarvon Castle, The (1985)(Addison-Wesley Productions)(nl).tzx
Sinclair ZX Spectrum\Games\[Z80]\Mysterie van Arendarvon Castle, Het (1985)(Addison-Wesley Productions)(nl).zip;;0005960;Secret of Arendarvon Castle, The (1985)(Addison-Wesley Productions)(nl).z80
Sinclair ZX Spectrum\Games\[Z80]\Mysterie van Arendarvon Castle, Het (1985)(Addison-Wesley Productions)(nl)[a].zip;;0005960;Secret of Arendarvon Castle, The (1985)(Addison-Wesley Productions)(nl).z80
Sinclair ZX Spectrum\Games\[Z80]\Mysterious Adventures No. 01 - Golden Baton (1983)(Channel 8 Software).zip;;0006372;Golden Baton, The (1983)(Channel 8 Software).z80
Sinclair ZX Spectrum\Games\[Z80]\Mysterious Adventures No. 01 - Golden Baton (1983)(Channel 8 Software)[a2].zip;/pub/sinclair/games/g/GoldenBatonThe(Channel8Software).z80.zip;0006372;Golden Baton, The (1983)(Channel 8 Software).z80
Sinclair ZX Spectrum\Games\[Z80]\Mysterious Adventures No. 01 - Golden Baton (1983)(Channel 8 Software)[a3].zip;;0006372;Golden Baton, The (1983)(Channel 8 Software).z80
Sinclair ZX Spectrum\Games\[Z80]\Mysterious Adventures No. 01 - Golden Baton (1983)(Channel 8 Software)[a4].zip;;0006372;Golden Baton, The (1983)(Channel 8 Software).z80
Sinclair ZX Spectrum\Games\[Z80]\Mysterious Adventures No. 01 - Golden Baton (1983)(Channel 8 Software)[a].zip;/pub/sinclair/games/g/GoldenBatonThe(different)(Channel8Software).z80.zip;0006372;Golden Baton, The (1983)(Channel 8 Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Mysterious Adventures No. 06 - The Time Machine (1983)(Channel 8 Software)[a2].zip;/pub/sinclair/games/t/TimeMachineThe.tzx.zip;0007106;Time Machine, The (1983)(Digital Fantasia).tzx
Sinclair ZX Spectrum\Games\[TZX]\Mysterious Adventures No. 07 - Circus (1983)(Channel 8 Software)[a].zip;/pub/sinclair/games/c/Circus(different)_2.tzx.zip;0006083;Circus (1983)(Digital Fantasia).tzx
Sinclair ZX Spectrum\Games\[TZX]\Mysterious Adventures No. 08 - Wizard of Akyrz (1983)(Channel 8 Software)[a].zip;/pub/sinclair/games/w/WizardAkyrzThe.tzx.zip;0007192;Wizard Akyrz, The (1983)(Digital Fantasia).tzx
Sinclair ZX Spectrum\Games\[TZX]\Mysterious Adventures No. 09 - Perseus and Andromeda (1983)(Channel 8 Software)[a].zip;/pub/sinclair/games/p/PerseusAndromeda.tzx.zip;0006785;Perseus & Andromeda (1983)(Digital Fantasia).tzx
Sinclair ZX Spectrum\Games\[Z80]\Mysterious Adventures No. 10 - Ten Little Indians (1983)(Channel 8 Software).zip;/pub/sinclair/games/t/TenLittleIndians(Channel8Software).z80.zip;0007085;Ten Little Indians (1984)(Channel 8 Software).z80
Sinclair ZX Spectrum\Games\[Z80]\Mysterious Adventures No. 10 - Ten Little Indians (1983)(Channel 8 Software)[a2].zip;;0007085;Ten Little Indians (1984)(Channel 8 Software).z80
Sinclair ZX Spectrum\Games\[Z80]\Mysterious Adventures No. 10 - Ten Little Indians (1983)(Channel 8 Software)[a3].zip;;0007085;Ten Little Indians (1984)(Channel 8 Software).z80
Sinclair ZX Spectrum\Games\[Z80]\Mysterious Adventures No. 10 - Ten Little Indians (1983)(Channel 8 Software)[a4].zip;;0007085;Ten Little Indians (1984)(Channel 8 Software).z80
Sinclair ZX Spectrum\Games\[Z80]\Mysterious Adventures No. 10 - Ten Little Indians (1983)(Channel 8 Software)[a5].zip;;0007085;Ten Little Indians (1984)(Channel 8 Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Mysterious Adventures No. 10 - Ten Little Indians (1983)(Channel 8 Software)[a].zip;;0007085;Ten Little Indians (1984)(Channel 8 Software).tzx
Sinclair ZX Spectrum\Games\[Z80]\Mysterious Adventures No. 10 - Ten Little Indians (1983)(Channel 8 Software)[a].zip;;0007085;Ten Little Indians (1984)(Channel 8 Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Mysterious Adventures No. 11 - Waxworks (1983)(Channel 8 Software).zip;/pub/sinclair/games/w/Waxworks.tzx.zip;0007174;Waxworks (1983)(Digital Fantasia).tzx
Sinclair ZX Spectrum\Games\[TZX]\Navy Moves (1988)(Dinamic Software)(Side A).zip;/pub/sinclair/games/n/NavyMoves(IBSA).tzx.zip;0003369;Navy Moves (1988)(IBSA)(Side A).tzx
Sinclair ZX Spectrum\Games\[TZX]\Navy Moves (1988)(Dinamic Software)(Side B).zip;/pub/sinclair/games/n/NavyMoves(IBSA).tzx.zip;0003369;Navy Moves (1988)(IBSA)(Side B).tzx
Sinclair ZX Spectrum\Games\[TZX]\Nemesis the Warlock (1987)(Erbe Software)[re-release].zip;/pub/sinclair/games/n/NemesisTheWarlock(ErbeSoftwareS.A.).tzx.zip;0003387;Nemesis the Warlock (1987)(Erbe Software)[48-128K][re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Neptune's Caverns (1994)(Steve Rodgers - Marcus Milton).zip;/pub/sinclair/games/n/NeptunesCaverns.tzx.zip;0013179;Neptune's Caverns (1985)(Franklin Watts Inc).tzx
Sinclair ZX Spectrum\Games\[TZX]\Netherworld (1988)(Erbe Software)[a][48-128K][re-release].zip;/pub/sinclair/games/n/Netherworld(ErbeSoftwareS.A.).tzx.zip;0003393;Netherworld (1988)(Erbe Software)[48-128K][re-release].tzx
Sinclair ZX Spectrum\Games\[Z80]\Nightwing (1989)(Softel Software).zip;/pub/sinclair/games/n/Nightwing(ZenobiSoftware).z80.zip;0006745;Nightwing (1989)(Zenobi Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Nuclear Bowls (1986)(Zigurat Software)(ES)[a].zip;;0003471;Nuclear Bowls (1986)(Zigurat Software)(es).tzx
Sinclair ZX Spectrum\Games\[TAP]\Nuclear Bowls (1986)(Zigurat Software)(es).zip;/pub/sinclair/games/n/NuclearBowls.tap.zip;0003471;Nuclear Bowls (1986)(Zigurat Software)(es).tap
Sinclair ZX Spectrum\Games\[Z80]\Nuclear Bowls (1986)(Zigurat Software)(es).zip;;0003471;Nuclear Bowls (1986)(Zigurat Software)(es).z80
Sinclair ZX Spectrum\Games\[Z80]\Nuclear Bowls (1986)(Zigurat Software)(es)[a].zip;;0003471;Nuclear Bowls (1986)(Zigurat Software)(es).z80
Sinclair ZX Spectrum\Games\[TZX]\Olympic Challenge (1984)(Century City Software).zip;/pub/sinclair/games/o/OlympicChallenge.tzx.zip;0003508;Olympic Challenge (1984)(Century City Software).tzx
Sinclair ZX Spectrum\Games\[TZX]\Operation Hormuz (1989)(Again Again)[128K].zip;/pub/sinclair/games/o/OperationHormuz(AlternativeSoftwareLtd).tzx.zip;0003530;Operation Hormuz (1991)(Alternative Software)[128K].tzx
Sinclair ZX Spectrum\Games\[TZX]\Operation Hormuz (1989)(Again Again)[a].zip;/pub/sinclair/games/o/OperationHormuz(AlternativeSoftwareLtd).tzx.zip;0003530;Operation Hormuz (1991)(Alternative Software).tzx
Sinclair ZX Spectrum\Games\[TZX]\Operation Thunderbolt (1989)(Erbe Software)[48-128K][re-release].zip;/pub/sinclair/games/o/OperationThunderbolt(Musical1S.A.).tzx.zip;0003532;Operation Thunderbolt (1989)(Musical 1)[48-128K][re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\P-47 Thunderbolt - The Freedom Fighter (1990)(MCM Software)(Side A)[48-128K][small case][re-release].zip;/pub/sinclair/games/p/P-47Thunderbolt(IBSA).tzx.zip;0003575;P-47 Thunderbolt (1990)(IBSA)(Side A)[48-128K][small case][re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\P-47 Thunderbolt - The Freedom Fighter (1990)(MCM Software)(Side B)[48-128K][small case][re-release].zip;/pub/sinclair/games/p/P-47Thunderbolt(IBSA).tzx.zip;0003575;P-47 Thunderbolt (1990)(IBSA)(Side B)[48-128K][small case][re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Pendant of Logryn, The (1989)(Zenobi Software)[a][128K].zip;/pub/sinclair/games/p/PendantOfLogrynThe.tzx.zip;0006781;Pendant of Logryn, The (1989)(Jamie Murphy)[128K].tzx
Sinclair ZX Spectrum\Games\[TZX]\Pizza Bar (1987)(Redwood Designs).zip;/pub/sinclair/games/p/PizzaBar.tzx.zip;0003748;Pizza Bar (1993)(Redwood Designs).tzx
Sinclair ZX Spectrum\Games\[TZX]\Pizza Bar (1987)(Redwood Designs)[m].zip;;0003748;Pizza Bar (1993)(Redwood Designs)[m][m].tzx
Sinclair ZX Spectrum\Games\[TZX]\Platoon (1988)(Erbe Software)[48-128K][re-release].zip;/pub/sinclair/games/p/Platoon(IBSA).tzx.zip;0003759;Platoon (1988)(IBSA)[48-128K][re-release].tzx
Sinclair ZX Spectrum\Games\[TAP]\Podraz 3 (1986)(Fuxoft)[tr en T.C.G.].zip;/pub/sinclair/games/p/Podraz3(Stig3The)(TotalComputerGang).tap.zip;0003787;Stig 3, The (2002)(Total Computer Gang)[tr en T.C.G.].tap
Sinclair ZX Spectrum\Games\[TZX]\Pole Position (1985)(Erbe Software)[a][re-release].zip;/pub/sinclair/games/p/PolePosition(IBSA).tzx.zip;0003807;Pole Position (1988)(IBSA)[re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Poli Diaz (1990)(Opera Soft)(es)[a][passworded].zip;/pub/sinclair/games/p/PoliDiaz(IBSA).tzx.zip;0003811;Poli Diaz (1990)(IBSA)(es)[passworded].tzx
Sinclair ZX Spectrum\Covertapes\[TAP]\Pontoon (1983)(Sinclair User)[m Jim Waterman].zip;/pub/sinclair/games/p/Pontoon(JimWaterman).tap.zip;0013294;Pontoon (1983)(Jim Waterman)[m Jim Waterman].tap
Sinclair ZX Spectrum\Games\[Z80]\Premio, El (1984)(Zafiro Software Division)(es)[aka Prize, The].zip;;0003885;Premio, El (1984)(Zafiro Software Division)(es)[aka Prize, The].z80
Sinclair ZX Spectrum\Games\[TZX]\Pro Tennis Tour (1990)(Ubi Soft)[48-128K].zip;/pub/sinclair/games/p/ProTennisTour(TheHitSquad).tzx.zip;0003891;Pro Tennis Tour (1990)(The Hit Squad)[48-128K].tzx
Sinclair ZX Spectrum\Games\[TZX]\Prohibition (1987)(Infogrames).zip;;0003898;Prohibition (1987)(Infogrames).tzx
Sinclair ZX Spectrum\Games\[Z80]\Prohibition (1987)(Infogrames).zip;;0003898;Prohibition (1987)(Infogrames).z80
Sinclair ZX Spectrum\Games\[Z80]\Prohibition (1987)(Infogrames)[a].zip;;0003898;Prohibition (1987)(Infogrames).z80
Sinclair ZX Spectrum\Games\[TAP]\Psytron (1984)(Beyond Software).zip;;0003925;Psytron (1984)(Beyond Software).tap
Sinclair ZX Spectrum\Games\[TZX]\Psytron (1984)(Beyond Software).zip;/pub/sinclair/games/p/Psytron.tzx.zip;0003925;Psytron (1984)(Beyond Software)(Side A).tzx
Sinclair ZX Spectrum\Games\[Z80]\Psytron (1984)(Beyond Software).zip;;0003925;Psytron (1984)(Beyond Software).z80
Sinclair ZX Spectrum\Games\[Z80]\Psytron (1984)(Beyond Software)[a2].zip;;0003925;Psytron (1984)(Beyond Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Psytron (1984)(Beyond Software)[a].zip;;0003925;Psytron (1984)(Beyond Software).tzx
Sinclair ZX Spectrum\Games\[Z80]\Psytron (1984)(Beyond Software)[a].zip;;0003925;Psytron (1984)(Beyond Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Psytron (demo) (1984)(Beyond Software).zip;;0003925;Psytron (demo) (1984)(Beyond Software).tzx
Sinclair ZX Spectrum\Games\[TZX]\Punchy (1983)(Mr. Micro).zip;;0003939;Punchy (1983)(Mr. Micro).tzx
Sinclair ZX Spectrum\Games\[Z80]\Punchy (1983)(Mr. Micro).zip;;0003939;Punchy (1983)(Mr. Micro).z80
Sinclair ZX Spectrum\Games\[Z80]\Punchy (1983)(Mr. Micro)[a].zip;;0003939;Punchy (1983)(Mr. Micro).z80
Sinclair ZX Spectrum\Games\[TZX]\Quest for the Holy Grail, The (1984)(Mastertronic)[a].zip;/pub/sinclair/games/q/QuestForTheHolyGrailThe.tzx.zip;0006844;Quest for the Holy Grail, The (1984)(Dream Software).tzx
Sinclair ZX Spectrum\Games\[TZX]\R.B.I. 2 Baseball (1991)(Domark)[a].zip;/pub/sinclair/games/r/R.B.I.2Baseball(DroSoft).tzx.zip;0004044;R.B.I. 2 Baseball (1991)(Dro Soft)[128K].tzx
Sinclair ZX Spectrum\Games\[TZX]\Rambo (1985)(Erbe Software)[re-release].zip;/pub/sinclair/games/r/Rambo(ErbeSoftwareS.A.).tzx.zip;0004010;Rambo (1985)(Erbe Software)[re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Ramparts (1988)(Erbe Software)[re-release].zip;/pub/sinclair/games/r/Ramparts(IBSA).tzx.zip;0004020;Ramparts (1988)(IBSA)[re-release].tzx
Sinclair ZX Spectrum\Games\[TAP]\Realm of Impossibility (1985)(Ariolasoft UK).zip;/pub/sinclair/games/r/RealmOfImpossibility.tap.zip;0004051;Realm of Impossibility (1985)(Ariolasoft UK).tap
Sinclair ZX Spectrum\Games\[TZX]\Realm of Impossibility (1985)(Ariolasoft UK).zip;;0004051;Realm of Impossibility (1985)(Ariolasoft UK).tzx
Sinclair ZX Spectrum\Games\[TZX]\Realm, The (1986)(Cult Games).zip;;0006871;Realm, The (1988)(Cult Games).tzx
Sinclair ZX Spectrum\Games\[Z80]\Realm, The (1986)(Cult Games).zip;;0006871;Realm, The (1988)(Cult Games).z80
Sinclair ZX Spectrum\Games\[Z80]\Realm, The (1986)(Cult Games)[a2].zip;;0006871;Realm, The (1988)(Cult Games).z80
Sinclair ZX Spectrum\Games\[TZX]\Realm, The (1986)(Cult Games)[a].zip;/pub/sinclair/games/r/RealmThe(CultGames).tzx.zip;0006871;Realm, The (1988)(Cult Games).tzx
Sinclair ZX Spectrum\Games\[Z80]\Realm, The (1986)(Cult Games)[a].zip;;0006871;Realm, The (1988)(Cult Games).z80
Sinclair ZX Spectrum\Games\[TZX]\Renegade II - Target Renegade (1988)(Imagine Software)[a2][48-128K][SpeedLock 7].zip;/pub/sinclair/games/t/Target-Renegade(TheHitSquad).tzx.zip;0004087;Target - Renegade (1990)(The Hit Squad)[48-128K][SpeedLock 7].tzx
Sinclair ZX Spectrum\Games\[TZX]\Renegade III - The Final Chapter (1989)(Imagine Software)[48-128K][SpeedLock 7].zip;/pub/sinclair/games/r/RenegadeIII(TheHitSquad).tzx.zip;0004090;Renegade III (1991)(The Hit Squad)[48-128K][SpeedLock 7].tzx
Sinclair ZX Spectrum\Games\[TAP]\Rescate Atlantida (1989)(Dinamic Software)(es)(Side A)[a].zip;;0004100;Rescate Atlantida (1989)(Dinamic Software)(es)(Side A).tap
Sinclair ZX Spectrum\Games\[TZX]\Rescate Atlantida (1989)(Dinamic Software)(es)(Side A)[a][48-128K].zip;/pub/sinclair/games/r/RescateAtlantida.tzx.zip;0004100;Rescate Atlantida (1989)(Dinamic Software)(es)(Side A)[48-128K].tzx
Sinclair ZX Spectrum\Games\[TAP]\Rescate Atlantida (1989)(Dinamic Software)(es)(Side B).zip;;0004100;Rescate Atlantida (1989)(Dinamic Software)(es)(Side B).tap
Sinclair ZX Spectrum\Games\[TZX]\Rescate Atlantida (1989)(Dinamic Software)(es)(Side B)[48-128K].zip;;0004100;Rescate Atlantida (1989)(Dinamic Software)(es)(Side B)[48-128K].tzx
Sinclair ZX Spectrum\Games\[TAP]\Rescate Atlantida (1989)(Dinamic Software)(es)(Side B)[a].zip;;0004100;Rescate Atlantida (1989)(Dinamic Software)(es)(Side B).tap
Sinclair ZX Spectrum\Games\[TZX]\Rescate Atlantida (1989)(Dinamic Software)(es)(Side B)[a][48-128K].zip;/pub/sinclair/games/r/RescateAtlantida.tzx.zip;0004100;Rescate Atlantida (1989)(Dinamic Software)(es)(Side B)[48-128K].tzx
Sinclair ZX Spectrum\Games\[DSK]\Rescate Atlantida (1989)(Dinamic Software)(es).zip;;0004100;Rescate Atlantida (1989)(Dinamic Software)(es).dsk
Sinclair ZX Spectrum\Games\[DSK]\Rescate Atlantida (1989)(Dinamic Software)(es).zip;;0004100;Rescate Atlantida (1989)(Dinamic Software)(es).dsk
Sinclair ZX Spectrum\Games\[Z80]\Rescate Atlantida (1989)(Dinamic Software)(es)[128K].zip;;0004100;Rescate Atlantida (1989)(Dinamic Software)(es)[128K].z80
Sinclair ZX Spectrum\Games\[TZX]\Rescate Atlantida (1989)(Dinamic Software)(es)[48-128K].zip;;0004100;Rescate Atlantida (1989)(Dinamic Software)(es)[48-128K].tzx
Sinclair ZX Spectrum\Games\[TZX]\Rescate Atlantida (1989)(Dinamic Software)(es)[a2][48-128K].zip;;0004100;Rescate Atlantida (1989)(Dinamic Software)(es)[48-128K].tzx
Sinclair ZX Spectrum\Games\[DSK]\Rescate Atlantida (1989)(Dinamic Software)(es)[a].zip;;0004100;Rescate Atlantida (1989)(Dinamic Software)(es).dsk
Sinclair ZX Spectrum\Games\[DSK]\Rescate Atlantida (1989)(Dinamic Software)(es)[a].zip;;0004100;Rescate Atlantida (1989)(Dinamic Software)(es).dsk
Sinclair ZX Spectrum\Games\[TZX]\Rescate Atlantida (1989)(Dinamic Software)(es)[a][48-128K].zip;;0004100;Rescate Atlantida (1989)(Dinamic Software)(es)[48-128K].tzx
Sinclair ZX Spectrum\Games\[TAP]\Rescate Atlantida (1989)(Dinamic Software)(es)[cr Biotoxin][128K].zip;;0004100;Rescate Atlantida (1989)(Dinamic Software)(es)[128K][cr Biotoxin][cr Biotoxin].tap
Sinclair ZX Spectrum\Games\[TZX]\Rescate Atlantida (1989)(Dinamic Software)(es)[t][48-128K].zip;;0004100;Rescate Atlantida (1989)(Dinamic Software)(es)[48-128K][t][t].tzx
Sinclair ZX Spectrum\Games\[TZX]\Rescue from Doom (1986)(The Guild).zip;/pub/sinclair/games/r/RescueFromDoom.tzx.zip;0006882;Rescue from Doom (1986)(David Edgar).tzx
Sinclair ZX Spectrum\Games\[TZX]\Rick Dangerous (1989)(MCM Software)[48-128K][re-release].zip;/pub/sinclair/games/r/RickDangerous(MCMSoftwareS.A.).tzx.zip;0004135;Rick Dangerous (1990)(MCM Software)[48-128K][re-release].tzx
Sinclair ZX Spectrum\Games\[TZX]\Rifts of Time, The (1984)(Pocket Money Software)[a].zip;/pub/sinclair/games/r/RiftsOfTimeThe(different)(PocketMoneySoftware).tzx.zip;0006892;Rifts of Time, The (1984)(Pocket Money Software).tzx
Sinclair ZX Spectrum\Games\[TZX]\Road Toad (1983)(Elfin Software)[16K].zip;;0004168;Road Toad (1983)(Elfin Software)[16K].tzx
Sinclair ZX Spectrum\Games\[Z80]\Road Toad (1983)(Elfin Software)[16K].zip;;0004168;Road Toad (1983)(Elfin Software)[16K].z80
Sinclair ZX Spectrum\Games\[TZX]\Road Toad (1983)(Elfin Software)[a][16K].zip;/pub/sinclair/games/r/RoadToad.tzx.zip;0004168;Road Toad (1983)(Elfin Software)[16K].tzx
Sinclair ZX Spectrum\Games\[TZX]\Robocop (1988)(Erbe Software)[a][48-128K][re-release].zip;/pub/sinclair/games/r/RoboCop(ErbeSoftwareS.A.).tzx.zip;0004179;RoboCop (1988)(Erbe Software)[48-128K][re-release].tzx
Sinclair ZX Spectrum\Games\[TAP]\Rocco (1985)(Gremlin Graphics Software)[aka Rocky].zip;/pub/sinclair/games/r/Rocky.tap.zip;0004198;Rocky (1985)(Dinamic Software)[aka Rocky].tap
Sinclair ZX Spectrum\Games\[TZX]\Roller Coaster (1985)(Elite Systems).zip;/pub/sinclair/games/r/RollerCoaster.tzx.zip;0004231;Roller Coaster (1986)(Elite Systems).tzx
Sinclair ZX Spectrum\Games\[Z80]\Roller Coaster (1985)(Elite Systems).zip;;0004231;Roller Coaster (1986)(Elite Systems).z80
Sinclair ZX Spectrum\Games\[Z80]\Roller Coaster (1985)(Elite Systems)[a2].zip;;0004231;Roller Coaster (1986)(Elite Systems).z80
Sinclair ZX Spectrum\Games\[Z80]\Roller Coaster (1985)(Elite Systems)[a3].zip;;0004231;Roller Coaster (1986)(Elite Systems).z80
Sinclair ZX Spectrum\Games\[TAP]\Roller Coaster (1985)(Elite Systems)[a].zip;;0004231;Roller Coaster (1986)(Elite Systems).tap
Sinclair ZX Spectrum\Games\[TZX]\Roller Coaster (1985)(Elite Systems)[a].zip;;0004231;Roller Coaster (1986)(Elite Systems).tzx
Sinclair ZX Spectrum\Games\[Z80]\Roller Coaster (1985)(Elite Systems)[a].zip;;0004231;Roller Coaster (1986)(Elite Systems).z80
Sinclair ZX Spectrum\Games\[TZX]\Roller Coaster (1985)(Elite Systems)[cr JanSoft].zip;;0004231;Roller Coaster (1986)(Elite Systems)[cr JanSoft][cr JanSoft].tzx
Sinclair ZX Spectrum\Games\[TAP]\Round the Bend! (1991)(Zeppelin Games).zip;/pub/sinclair/games/r/RoundTheBend(ZeppelinGamesLtd).tap.zip;0004248;Round the Bend! (1991)(Zeppelin Games).tap
Sinclair ZX Spectrum\Games\[TZX]\Round the Bend! (1991)(Zeppelin Games).zip;;0004248;Round the Bend! (1991)(Zeppelin Games).tzx
Sinclair ZX Spectrum\Games\[Z80]\Round the Bend! (1991)(Zeppelin Games).zip;;0004248;Round the Bend! (1991)(Zeppelin Games).z80
Sinclair ZX Spectrum\Games\[TZX]\Round the Bend! (1991)(Zeppelin Games)[a].zip;/pub/sinclair/games/r/RoundTheBend(ZeppelinGamesLtd).tzx.zip;0004248;Round the Bend! (1991)(Zeppelin Games).tzx
Sinclair ZX Spectrum\Covertapes\[Z80]\Russian's Attack (1988)(MicroHobby)(es).zip;;0004280;Russian's Attack (1988)(MicroHobby)(es).z80
Sinclair ZX Spectrum\Games\[Z80]\Salamander (1987)(Imagine Software).zip;;0004313;Salamander (1987)(Imagine Software).z80
Sinclair ZX Spectrum\Games\[Z80]\Salamander (1987)(Imagine Software)[a2].zip;;0004313;Salamander (1987)(Imagine Software).z80
Sinclair ZX Spectrum\Games\[Z80]\Salamander (1987)(Imagine Software)[a3].zip;;0004313;Salamander (1987)(Imagine Software).z80
Sinclair ZX Spectrum\Games\[Z80]\Salamander (1987)(Imagine Software)[a4].zip;;0004313;Salamander (1987)(Imagine Software).z80
Sinclair ZX Spectrum\Games\[Z80]\Salamander (1987)(Imagine Software)[a5].zip;;0004313;Salamander (1987)(Imagine Software).z80
Sinclair ZX Spectrum\Games\[Z80]\Salamander (1987)(Imagine Software)[a].zip;;0004313;Salamander (1987)(Imagine Software).z80
Sinclair ZX Spectrum\Games\[TZX]\Satan (1989)(Dinamic Software)(Side A)[small case].zip;/pub/sinclair/games/s/Satan(System4).tzx.zip;0004344;Satan (1989)(System 4)(Side A)[small case].tzx
Sinclair ZX Spectrum\Games\[TZX]\Satan (1989)(Dinamic Software)(Side B)[small case].zip;/pub/sinclair/games/s/Satan(System4).tzx.zip;0004344;Satan (1989)(System 4)(Side B)[small case].tzx
Sinclair ZX Spectrum\Games\[Z80]\Se-Kaa of Assiah (1984)(Mastervision)(Part 1 of 2)[b].zip;;0006952;Se-Kaa of Assiah (1984)(Mastervision)(Part 1 of 2)[b][b].z80
